0.23475,-0.30826,0.20825,X_0001,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,unidentified,Yersinia
-0.072375,-0.034169,0.16089,X_0002,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,unidentified,Aeromonas
0.22292,-0.032415,-0.29909,X_0004,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Clostridioides,mangenotii,mangenotii
0.026763,-0.15081,0.14612,X_0005,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,unidentified,Stenotrophomonas
-0.019592,0.040939,-0.11795,X_0006,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,unidentified,Pseudomonas
-0.23178,0.28097,-0.058449,X_0007,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,unidentified,Pandoraea
-0.18935,0.19757,-0.012244,X_0008,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,unidentified,Burkholderia-Caballeronia-Paraburkholderia
-0.14742,0.038565,0.14753,X_0009,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,unidentified,Serratia
-0.12431,0.099863,-0.24492,X_0010,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,unidentified,unidentified,unidentified,Enterobacterales
0.0080797,-0.055251,0.057344,X_0011,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,unidentified,Lactococcus
-0.06805,-0.0036632,-0.06919,X_0012,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Chromobacteriaceae,Chromobacterium,unidentified,Chromobacterium
-0.14963,0.088007,0.14861,X_0013,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,unidentified,Burkholderia-Caballeronia-Paraburkholderia
0.24932,-0.16022,-0.33287,X_0015,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,unidentified,Lachnoclostridium
-0.058786,0.22729,-0.14606,X_0017,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cedecea,unidentified,Cedecea
0.04492,-0.11537,0.14555,X_0018,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,unidentified,Achromobacter
0.36936,-0.27157,-0.15042,X_0019,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,unidentified,Pseudomonas
0.070706,0.14704,-0.090665,X_0023,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,taihuense,taihuense
-0.0071626,0.10964,-0.09832,X_0025,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,unidentified,Cupriavidus
-0.019902,-0.013637,-0.0050453,X_0026,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,unidentified,Klebsiella
-0.040757,0.031278,-0.034382,X_0031,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,unidentified,Lactococcus
-0.24916,0.35143,0.11818,X_0034,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,unidentified,Pseudomonas
-0.041996,-0.0074535,0.060666,X_0036,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,unidentified,Lactococcus
