1097,1274,5609,3366,5800,9580,531,64,0,979,59,12,0,1177,2597,0,0,0,333,98,288,24,2364,1070,725,533,0,126,760,447,1429,1365,635,352,685,175,290,1905,48,552,91,1817,0,465,210,584,281,82,112,883,571,0,56,239,183,48,56,122,29,305,111,525,236,236,87,28,75,170,93,28,84,78,0,0,17,97,40,32
1190,4258,2118,7039,1576,1139,1486,166,0,3954,1262,5,0,1376,148,0,0,142,440,348,5786,28,578,253,730,965,49,322,3480,511,821,302,679,56,226,86,265,796,970,141,631,0,34,158,399,42,443,254,0,0,288,35,0,0,313,0,1422,0,0,59,0,90,65,203,0,45,4,0,144,136,173,175,53,0,29,110,19,35
6490,11075,6620,943,796,9127,0,396,124,37,53,249,55,204,21,0,0,0,2921,0,135,753,0,9392,4449,9,0,0,110,10,88,49,0,0,0,0,412,0,68,0,87,0,25,0,180,32,0,0,0,0,23,3,0,0,126,0,125,0,0,0,0,0,25,0,0,31,0,0,0,0,8,0,0,0,0,0,0,2
609,383,6800,3389,207,3275,0,38,0,7738,0,30,31,4291,5820,17,0,17,232,188,115,54,415,144,1157,971,0,57,99,819,3397,1197,849,397,285,396,0,729,0,380,26,701,5,475,188,764,0,11,1114,1162,128,72,585,194,130,0,0,63,907,241,101,355,19,7,89,63,22,212,101,35,7,0,209,56,0,135,10,29
2223,9725,857,1963,11511,3697,1459,281,0,215,1071,44,223,1008,1001,0,0,663,980,52,3652,149,234,1732,666,118,267,194,720,15,0,138,470,185,0,134,548,102,367,213,767,0,98,81,166,201,380,15,0,133,78,80,0,38,151,99,182,0,0,0,59,154,38,96,0,27,25,107,0,61,102,0,0,0,0,0,0,14
1513,321,6245,6830,1132,6163,506,10,12,696,0,21,0,434,10461,0,0,0,140,131,286,18,2672,513,797,2122,6,201,609,405,1451,936,899,3693,770,467,210,143,72,677,0,0,0,412,306,842,56,165,1134,643,186,79,75,728,40,0,0,205,31,126,66,1351,207,74,0,0,541,130,42,30,0,37,0,256,16,0,0,35
422,50,6048,4192,18,1507,0,6,0,8240,0,8,0,2054,6280,0,0,0,71,189,641,21,1370,0,501,2620,0,29,376,1885,2923,1085,0,430,1642,1269,0,905,148,1226,66,131,0,624,239,903,0,47,441,1748,176,82,551,655,39,0,0,348,1478,0,271,315,97,59,0,89,43,0,146,28,6,70,205,0,23,118,5,49
2542,3077,4512,3667,9131,2398,728,181,9,828,1061,76,51,2315,2646,0,27,51,537,496,3544,156,921,2244,798,343,36,252,638,729,669,437,0,926,0,729,487,352,204,255,352,0,22,292,257,573,162,160,0,755,306,201,538,539,251,121,702,255,152,121,0,467,145,110,0,183,162,205,0,106,112,81,113,79,17,0,7,12
2398,3893,7407,6187,231,2403,303,109,0,6306,0,69,0,617,4588,30,53,45,637,277,311,185,46,262,1157,867,0,616,376,973,1017,1309,666,274,597,7209,384,1221,65,215,9,364,26,374,275,532,0,16,924,566,223,6,732,947,141,0,0,184,51,657,204,635,5,54,0,298,12,91,0,0,28,0,0,117,21,94,14,61
598,181,7150,5878,194,2892,90,36,0,6093,0,27,0,1717,3684,0,0,28,143,382,48,56,1676,0,443,1230,0,71,1741,2336,512,656,1561,1024,692,2892,0,2823,0,302,104,470,0,1146,238,519,0,80,1239,333,603,0,651,0,32,54,0,166,12,523,576,0,301,149,0,54,100,0,82,0,0,0,373,165,24,37,75,0
1819,3541,10459,4138,1036,2702,1384,122,8,943,106,61,34,2763,1366,7,0,23,520,117,1791,121,1808,2553,621,1165,13,992,681,1311,485,445,213,189,1217,272,869,524,109,290,82,0,20,327,217,320,60,250,332,1084,148,40,242,62,92,0,98,66,23,268,284,121,501,33,0,0,47,156,50,53,63,42,130,36,3,0,12,0
754,322,5970,1977,21,754,0,16,0,6543,0,0,13,773,7032,0,0,0,36,99,2187,33,1063,0,578,923,0,75,226,2723,753,631,0,121,775,2138,0,1690,1352,903,17,58,11,496,294,241,26,73,182,2303,127,52,972,191,147,0,0,212,982,268,130,19,55,133,187,106,31,0,162,59,33,67,341,30,8,94,5,19
356,276,6387,688,39,299,0,68,31,6578,0,0,0,3500,4259,0,0,0,157,10,155,14,4835,0,513,99,14,0,606,1174,4370,545,647,765,1649,568,101,2896,0,1023,111,430,7,310,166,527,128,18,1946,1948,395,74,178,7,19,96,0,383,599,652,226,0,120,68,64,0,172,84,64,0,0,25,560,74,26,113,17,61
1758,1007,9733,3871,145,4741,1407,326,16,4593,0,70,0,2389,2652,108,153,156,500,104,735,155,1002,266,1509,1425,37,0,915,2281,2667,404,890,331,0,971,424,669,120,872,36,2464,22,487,385,441,30,20,1209,179,272,13,695,13,114,205,106,557,200,298,211,23,55,12,0,73,38,130,93,0,21,35,67,0,23,70,37,28
341,16,14893,13787,6,11931,152,89,11,5597,0,7,0,739,10,0,0,0,410,40,0,70,403,0,1923,148,2,0,288,1917,0,1484,220,468,0,0,449,229,0,161,0,586,0,1667,164,22,0,0,12,0,57,0,0,0,318,0,0,399,0,0,111,0,34,0,0,0,3,0,74,0,0,26,0,0,7,0,0,0
711,190,10351,6074,71,5309,92,32,53,7540,0,90,14,2171,526,0,0,0,307,264,12,111,1047,0,970,592,0,68,1978,1855,507,861,412,1058,146,255,0,962,0,174,57,881,8,938,44,334,10,46,1811,8,226,0,54,0,0,0,0,124,0,0,580,0,161,0,0,9,75,0,54,0,0,0,42,108,0,90,0,2
1233,1491,2790,6154,1853,832,1363,178,0,1606,134,0,0,746,2011,42,43,66,197,0,3663,0,0,0,412,1254,12,222,121,386,880,319,2110,0,813,663,398,368,1908,313,481,0,41,66,160,130,595,0,0,0,635,169,263,0,1112,1523,561,0,0,518,0,0,0,579,236,349,17,122,283,560,77,183,0,0,43,0,58,9
1073,367,7227,4007,739,7314,146,26,17,3357,0,20,13,4424,2535,9,51,71,320,25,164,50,1239,0,397,1308,6,181,119,848,724,2746,2064,5830,1045,1088,219,339,0,2584,102,336,4,551,218,608,57,26,153,589,630,7,774,3112,95,35,36,333,824,0,0,911,77,156,0,38,209,188,133,51,31,30,0,331,23,302,297,19
7333,17150,5045,1911,5839,1322,346,1236,237,660,736,168,61,610,78,36,235,39,1378,47,241,399,355,84,3631,1648,93,1172,176,117,438,117,75,31,71,34,400,155,207,9,24,2052,39,13,178,0,0,31,13,0,16,12,0,7,127,0,52,0,0,0,119,0,10,0,146,0,5,0,34,0,0,0,0,0,0,0,0,0
2407,4323,1385,2567,6770,7748,2972,311,0,973,1245,140,104,1582,2008,0,8,259,1195,85,6189,130,846,1316,861,1013,352,0,1264,15,381,426,1023,473,0,189,286,213,694,505,635,0,138,208,383,550,643,148,0,514,156,139,48,58,496,140,375,0,0,0,83,384,218,215,0,33,137,145,24,162,233,103,0,0,13,0,14,24
1284,325,6661,3708,663,4418,127,42,11,2307,57,12,20,7737,1404,0,40,113,226,69,285,23,475,0,234,1958,0,182,54,796,1534,2960,2241,8381,984,833,242,389,0,1613,181,228,0,763,134,666,132,74,59,471,560,0,638,5183,62,86,30,181,726,0,0,925,71,199,0,48,229,181,105,63,40,21,0,297,22,252,288,5
694,153,5498,7169,60,2584,0,54,24,4305,0,28,17,2271,2282,0,33,0,202,274,0,60,769,85,436,185,0,0,846,1062,5617,1256,299,460,820,838,0,1094,0,380,77,232,0,432,39,381,27,56,1988,1191,273,8,215,0,26,22,0,145,141,276,140,0,54,0,0,8,68,84,114,0,0,0,291,99,0,143,18,32
559,273,7325,3038,209,2753,56,13,9,5784,0,4,11,2611,5228,0,14,0,214,116,231,5,897,80,955,925,0,95,164,1439,2202,2971,2091,776,728,692,0,404,25,664,54,200,0,506,199,737,4,29,1303,594,137,161,1215,3412,84,0,0,85,1767,112,111,948,57,77,149,199,26,122,116,142,28,34,153,69,13,204,16,53
1675,1260,5029,8201,4953,4831,1012,146,15,1701,669,62,55,1845,3043,22,21,67,513,1298,1480,127,2493,551,579,290,18,158,677,1356,1268,802,0,2305,0,1407,182,282,164,649,214,0,0,504,251,748,286,357,0,2117,314,208,676,2929,203,134,361,156,131,176,0,1532,315,262,0,181,491,175,26,136,229,85,187,127,37,0,20,19
430,553,8956,5526,75,7384,914,56,21,7383,0,30,14,3695,12970,20,24,24,319,148,171,63,2440,62,731,570,16,15,1215,2466,3216,720,1385,293,0,710,286,1654,145,474,67,417,8,1747,178,591,23,27,1590,365,346,9,458,55,60,249,120,486,325,1240,207,23,133,156,69,130,106,171,150,0,0,21,123,0,53,116,58,31
2066,7150,12431,5513,1537,4385,1236,378,83,1915,725,131,0,2346,45,0,20,0,1886,1491,3152,308,490,3664,3051,1148,0,3324,652,336,847,150,0,454,0,483,1277,83,169,30,166,0,45,107,207,102,220,197,12,15,82,0,65,0,286,120,249,25,10,0,452,0,63,48,250,24,161,0,33,0,50,34,0,26,13,0,0,0
877,43,14895,13029,0,13925,255,167,58,10337,0,80,0,1318,0,0,0,0,1314,244,0,265,0,0,4096,67,13,0,152,1220,0,1526,108,138,0,0,463,173,0,71,0,6524,0,1122,543,11,0,0,0,0,45,0,0,0,389,0,0,211,0,0,588,0,0,0,0,0,0,0,122,0,0,0,0,0,0,68,0,0
2215,4165,17068,9829,1668,4530,213,71,98,10154,70,176,196,3124,6793,37,84,159,785,1120,625,257,1023,243,1676,1720,30,198,141,1444,2789,1145,2215,387,789,2101,230,754,95,505,169,1072,26,562,535,921,0,44,1040,1074,259,100,3105,1430,598,0,49,73,27,499,426,1157,89,75,723,228,26,238,261,279,170,76,405,85,35,75,32,32
990,804,16136,6933,868,3427,167,81,0,6660,21,63,50,2743,9617,0,0,0,411,289,835,259,1403,119,2413,1193,11,43,205,1637,3582,1229,2404,659,784,1534,190,563,132,928,97,874,20,388,352,954,6,30,1765,2401,196,191,2575,2150,385,0,21,137,106,387,151,2685,85,125,555,172,36,168,139,445,28,83,405,74,29,87,15,21
1907,3264,7701,7211,10362,7273,401,204,22,2760,289,35,96,4473,1248,0,70,92,851,82,1455,73,512,0,2162,1043,24,331,62,507,1284,1296,1897,1802,923,482,703,297,0,1265,220,1242,8,359,526,760,473,30,101,261,368,0,313,629,161,319,37,147,181,0,113,572,27,312,0,16,54,317,110,198,99,57,0,112,19,65,216,16
177,50,7454,1386,0,9438,203,23,0,2112,0,30,0,1386,683,0,0,0,59,162,42,21,2220,0,1781,136,0,3,1387,1959,858,1327,336,1291,315,448,0,1016,0,641,22,602,0,267,61,418,0,36,1482,289,237,14,58,0,20,0,0,86,176,0,40,201,125,3,0,21,253,97,44,0,0,17,194,142,7,119,0,13
2262,5314,3426,3617,15883,5057,593,351,0,1208,1335,103,101,934,525,153,202,311,581,57,2328,222,814,136,867,425,48,74,582,176,688,168,455,599,528,981,390,133,394,278,439,0,93,145,259,106,353,30,0,714,167,15,825,310,134,745,129,33,10,85,89,118,74,309,141,53,51,48,0,147,128,47,0,0,17,0,89,23
799,408,11944,5912,620,5619,783,92,0,1247,0,17,12,2388,2516,0,28,0,261,114,1995,57,4543,1012,1358,718,0,199,371,1554,2665,659,234,57,415,4230,325,1885,0,334,47,1888,70,290,598,1008,0,43,2175,14,211,634,2474,27,469,2003,339,431,0,139,227,25,198,32,528,112,26,0,167,0,72,150,380,131,20,0,44,21
2012,240,9327,6807,270,4041,199,65,23,2021,0,82,45,1059,2726,0,41,22,563,129,460,265,2159,160,1627,2056,17,224,119,1435,1218,1626,3275,1404,0,1161,310,290,341,367,57,0,0,520,214,610,111,441,1583,0,161,30,302,53,62,0,38,156,108,0,77,725,2768,144,0,143,268,160,0,164,27,24,246,194,20,0,6,34
1459,638,15836,9629,586,10107,1010,293,0,1858,0,10,0,1338,1243,10,17,0,632,90,2203,9,4405,1660,3012,1101,0,454,504,3261,1824,917,517,263,869,1778,766,1076,0,438,74,3183,16,616,548,809,3,56,1503,10,443,75,985,23,1049,293,302,411,0,91,415,9,221,118,622,170,36,85,242,0,56,171,214,145,127,0,28,21
958,351,13661,14788,0,5517,303,65,8,2929,0,81,9,2494,7080,12,0,16,404,872,266,85,6084,567,568,664,0,188,451,1515,517,995,3268,0,0,446,290,739,107,226,74,0,0,416,200,791,56,602,253,193,294,73,414,433,104,172,86,101,67,753,189,235,715,96,0,54,0,258,62,67,57,0,107,0,20,43,97,20
2481,4633,6744,8665,2956,1739,1716,302,22,1808,2022,132,0,1797,1642,24,72,56,829,401,7509,320,0,2726,1505,1053,240,2519,3347,317,279,706,1764,0,805,200,940,1069,364,431,928,0,53,188,864,339,988,0,0,0,688,132,36,25,946,1493,752,256,0,243,322,0,0,248,0,60,0,246,219,405,140,269,0,0,35,26,13,20
