-0.23055,X_0001,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,unidentified,Yersinia
-0.046608,X_0002,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,unidentified,Aeromonas
0.2257,X_0003,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,unidentified,unidentified,Chitinophagaceae
-0.16941,X_0004,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Clostridioides,mangenotii,mangenotii
-0.18815,X_0005,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,unidentified,Stenotrophomonas
0.027819,X_0007,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,unidentified,Pandoraea
-0.0065776,X_0008,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,unidentified,Burkholderia-Caballeronia-Paraburkholderia
-0.12403,X_0011,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,unidentified,Lactococcus
-0.047103,X_0012,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Chromobacteriaceae,Chromobacterium,unidentified,Chromobacterium
0.14233,X_0013,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,unidentified,Burkholderia-Caballeronia-Paraburkholderia
0.04445,X_0014,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Mangrovibacter,unidentified,Mangrovibacter
-0.2079,X_0015,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,unidentified,Lachnoclostridium
0.21521,X_0016,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),unidentified,unidentified,Acidobacteriaceae (Subgroup 1)
0.2424,X_0017,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cedecea,unidentified,Cedecea
-0.14178,X_0018,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,unidentified,Achromobacter
-0.1385,X_0019,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,unidentified,Pseudomonas
0.18577,X_0022,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,unidentified,Novosphingobium
-0.027141,X_0024,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,unidentified,Herbaspirillum
0.043827,X_0026,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,unidentified,Klebsiella
0.19304,X_0027,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,unidentified,Burkholderia-Caballeronia-Paraburkholderia
0.087094,X_0035,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,unidentified,unidentified,Magnetospirillaceae
-0.096474,X_0037,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pseudocitrobacter,unidentified,Pseudocitrobacter
-0.10061,X_0039,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,unidentified,Klebsiella
-0.023991,X_0043,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Luteibacter,unidentified,Luteibacter
0.1601,X_0044,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),unidentified,unidentified,Acidobacteriaceae (Subgroup 1)
0.078004,X_0046,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 11,unidentified,Clostridium sensu stricto 11
0.042519,X_0049,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,Telmatospirillum,unidentified,Telmatospirillum
0.012234,X_0054,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,unidentified,Bacteroides
0.25009,X_0055,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Terriglobus,roseus,roseus
0.21185,X_0057,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,unidentified,Dyella
0.22639,X_0058,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,unidentified,unidentified,Magnetospirillaceae
0.18081,X_0063,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,rosa,rosa
-0.095943,X_0067,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,unidentified,Pandoraea
0.20145,X_0071,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,unidentified,Mucilaginibacter
-0.12944,X_0075,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,unidentified,Paenibacillus
0.0733,X_0078,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,Rhizomicrobium,unidentified,Rhizomicrobium
0.19164,X_0079,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,unidentified,Sphingomonas
0.036546,X_0087,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,Telmatospirillum,siberiense,siberiense
-0.074735,X_0089,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,unidentified,Aeromonas
-0.092796,X_0098,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,unidentified,Duganella
0.16015,X_0110,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),unidentified,unidentified,Acidobacteriaceae (Subgroup 1)
-0.10117,X_0119,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,Pelosinus,unidentified,Pelosinus
0.2074,X_0175,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,unidentified,Sphingomonas
0.25894,X_0211,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,Anaerospora,unidentified,Anaerospora
-0.064883,X_0252,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,unidentified,unidentified,unidentified,Veillonellales-Selenomonadales
