57.7111,SA,Soil,Medium-A
-37.8742,SB,Soil,Medium-B
-13.768,SC,Soil,Medium-C
19.0452,WA,Water,Medium-A
-31.8357,WB,Water,Medium-B
6.72156,WC,Water,Medium-C
