"","X_0001","X_0003","X_0006","X_0007","X_0008","X_0009","X_0011","X_0012","X_0013","X_0014","X_0016","X_0017","X_0018","X_0019","X_0020","X_0021","X_0022","X_0023","X_0025","X_0026","X_0027","X_0030","X_0032","X_0035","X_0036","X_0039","X_0041","X_0042","X_0043","X_0044","X_0045","X_0049","X_0052","X_0053","X_0055","X_0057","X_0058","X_0059","X_0060","X_0061","X_0062","X_0063","X_0064","X_0065","X_0068","X_0071","X_0073","X_0077","X_0079","X_0080","X_0081","X_0084","X_0085","X_0088","X_0091","X_0093","X_0094","X_0098","X_0103","X_0104","X_0105","X_0108","X_0110","X_0113","X_0116","X_0123","X_0124","X_0126","X_0131","X_0132","X_0134","X_0136","X_0137","X_0140","X_0142","X_0144","X_0145","X_0146","X_0148","X_0152","X_0153","X_0155","X_0162","X_0165","X_0167","X_0170","X_0175","X_0176","X_0180","X_0182","X_0189","X_0194","X_0195","X_0196","X_0199","X_0200","X_0203","X_0205","X_0208","X_0211","X_0213","X_0214","X_0216","X_0218","X_0219","X_0221","X_0224","X_0225","X_0226","X_0227","X_0234","X_0237","X_0238","X_0247","X_0250","X_0256","X_0257","X_0258","X_0266","X_0269","X_0279","X_0282","X_0283","X_0284","X_0287","X_0295","X_0296","X_0297","X_0301","X_0308","X_0324","X_0331","X_0347","X_0352","X_0354","X_0358","X_0367","X_0374","X_0377","X_0381","X_0386","X_0394","X_0398","X_0415"
"S_08078",0,17114,0,0,0,0,0,0,4427,402,167,0,0,0,3524,8309,0,0,0,0,0,0,0,201,260,0,0,402,0,0,0,172,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08174",0,20046,0,0,0,0,0,0,4240,685,197,0,0,0,7429,7673,0,0,0,0,0,0,0,244,765,0,0,582,0,0,0,361,1191,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08270",0,21345,0,189,0,0,0,0,3730,884,0,0,0,0,4152,7216,0,0,0,0,0,0,0,179,338,0,0,561,74,0,0,258,1435,0,0,0,0,0,0,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08366",0,20032.5,0,349.5,0,0,0,0,4267.5,619,26,0,0,0,4334.5,5654,0,0,0,0,0,0,0,162.5,235,0,0,743.5,131.5,0,0,214,1875,0,0,0,0,0,0,1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08462",0,18720,0,510,0,0,0,0,4805,354,52,0,0,0,4517,4092,0,0,0,0,0,0,0,146,132,0,0,926,189,0,0,170,2315,0,0,0,0,0,0,1361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08558",0,10780,0,707,0,0,0,0,4397,195,68,0,0,0,1753,3584,0,0,0,0,0,0,0,94,58,0,0,990,172,0,0,61,1606,0,0,0,0,0,0,838,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08654",0,7487,0,299,0,0,0,0,2438,0,0,0,0,0,1286,1555,0,0,0,0,0,0,0,51,39,0,0,519,100,0,0,37,945,0,0,0,0,0,0,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08750",0,6094,0,146,0,0,0,0,1648,0,0,0,0,0,828,1057,0,0,0,0,0,0,0,34,23,0,0,288,40,0,0,46,557,0,0,0,0,0,0,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08846",0,6125,0,194,0,0,0,0,1440,0,0,0,0,0,1471,891,0,0,0,0,0,0,0,20,42,0,0,348,31,0,0,35,434,0,0,0,0,0,0,877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08942",0,5369,0,138,0,0,0,0,1305,0,0,0,0,0,1197,1158,0,0,0,0,0,0,0,0,30,0,0,340,25,0,0,27,281,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09038",0,4733,0,115,0,0,0,0,713,0,0,0,0,0,1021,784,0,0,0,0,0,0,0,26,16,0,0,336,0,0,0,0,346,0,0,0,0,0,0,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09134",0,7126,0,110,0,0,0,0,1097,245,0,0,0,0,1537,1526,0,0,0,0,0,0,0,36,0,0,0,575,25,0,0,52,291,0,11,0,0,0,0,1056,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09230",0,4228,0,74,0,0,0,0,701,0,0,0,0,0,1251,966,0,0,0,0,0,0,0,21,196,0,0,573,0,0,0,27,235,0,0,0,0,0,0,582,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09326",0,4194,0,48,0,0,0,0,853,0,0,0,0,0,1204,814,0,0,0,0,0,0,0,24,24,0,0,455,0,0,0,0,178,0,24,0,0,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09422",0,2618,0,0,0,0,0,0,400,0,0,0,0,0,887,484,0,0,0,0,0,0,0,0,28,0,0,234,0,0,0,0,94,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09518",0,1900,0,0,0,0,0,0,290,0,0,0,0,0,505,371,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,50,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09614",0,4026,0,49,0,0,0,0,699,0,0,0,0,0,1544,958,0,0,0,0,0,0,0,39,0,0,0,406,0,0,0,0,64,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09710",0,3315,0,37,0,0,0,0,871,0,0,0,0,0,1232,1352,0,0,0,0,0,0,0,23,179,0,0,396,0,0,0,17,63,0,0,0,0,0,0,418,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09875",0,1494,0,0,0,0,0,0,359,0,0,0,0,0,533,603,0,0,0,0,0,0,0,20,88,0,0,224,0,0,0,0,20,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09902",0,2473,0,0,0,0,0,0,821,0,0,0,0,0,524,1114,0,0,0,0,0,0,0,22,0,0,0,234,0,0,0,0,18,0,0,0,0,0,0,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09998",0,2509,0,0,0,0,0,0,556,0,0,0,0,0,540,722,0,0,0,0,0,0,0,0,52,0,0,185,0,0,0,0,16,0,0,0,0,0,0,485,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10094",0,3793,0,0,0,0,0,0,462,0,0,0,0,0,758,857,0,0,0,0,0,0,0,45,39,0,0,183,0,0,0,23,11,0,0,0,0,0,0,890,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10190",0,3288,0,0,0,0,0,0,410,0,0,0,0,0,797,919,0,0,0,0,0,0,0,37,68,0,0,219,0,0,0,13,0,0,8,0,0,0,0,1110,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10286",0,5676,0,0,0,0,0,0,1216,0,0,0,0,0,1655,2419,0,0,0,0,0,0,0,95,236,0,0,666,0,0,0,24,27,0,17,0,0,0,0,1105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10382",0,4184,0,0,0,0,0,0,1090,0,0,0,0,0,1667,2444,0,0,0,0,0,0,0,62,173,0,0,652,0,0,0,0,52,0,0,0,0,0,0,1240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10478",0,9434,0,57,0,0,0,0,2436,0,0,0,0,0,4324,8338,0,0,0,0,0,0,0,310,771,0,0,2105,0,0,0,0,155,0,16,0,0,0,0,3295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_00015",0,0,0,134,304,0,0,0,0,0,0,2482,0,1687,0,0,553,277,0,0,1125,0,0,0,0,339,0,0,250,0,0,0,0,687,0,241,107,0,0,0,0,0,1759,0,0,0,366,0,196,107,0,0,0,0,1027,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589,0,0,1678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00111",0,0,0,92,117,0,0,0,0,0,0,2158,0,1784,0,0,791,150,0,0,846,0,0,0,0,297,0,0,227,0,0,0,0,311,0,165,201,0,132,0,0,0,974,0,0,0,370,0,172,220,0,0,0,0,678,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,62,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,253,0,0,1169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0
"S_00207",0,0,0,66,58.5,65.5,0,0,0,0,0,1701,0,1215.5,0,0,520,106,0,0,724.5,0,0,0,0,192,242.5,0,113.5,0,0,0,0,155.5,0,137,184.5,0,206,0,0,0,515,0,0,0,217.5,0,170,166,0,0,0,0,423,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,31,0,0,0,0,0,0,0,80.5,0,0,0,0,0,0,0,0,0,0,126.5,0,0,846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0
"S_00303",0,0,0,40,0,131,0,0,0,0,0,1244,0,647,0,0,249,62,0,0,603,0,0,0,0,87,485,0,0,0,0,0,0,0,0,109,168,0,280,0,0,0,56,0,0,0,65,0,168,112,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00399",0,0,0,37,0,157.5,0,0,0,0,0,1450.5,0,323.5,0,0,253.5,49.5,0,0,636,0,0,0,0,114,689,0,23,0,0,0,0,52,6,99,194.5,0,509.5,0,0,0,28,0,0,0,68,0,137.5,171,0,0,0,0,211.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,508.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5,0,0,0,0,0,0,0,0,7.5,0,0
"S_00495",0,0,0,34,0,184,0,0,0,0,0,1657,0,0,0,0,258,37,0,0,669,0,0,0,0,141,893,0,46,0,0,0,0,104,12,89,221,0,739,0,0,0,0,0,0,0,71,0,107,230,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,15,0,0
"S_00591",0,0,0,0,0,0,0,0,0,0,0,1633,0,0,0,0,47,31,0,0,463,0,0,0,0,0,459,0,66,0,0,0,0,0,0,0,0,0,1027,0,0,0,0,0,0,0,0,0,43,140,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00687",0,0,0,0,0,126,0,0,0,0,0,1681,0,0,0,0,52,0,0,0,761,0,0,0,0,0,425,0,0,0,0,0,0,0,0,63,85,0,1965,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
"S_00783",0,0,0,0,0,119,0,0,0,0,0,1936,0,0,0,0,50,0,0,0,1211,0,0,0,0,83,677,0,0,0,0,0,0,53,0,33,0,0,2405,0,0,0,0,0,0,0,0,0,98,119,0,0,0,0,27,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0
"S_00879",0,0,0,0,0,0,0,0,0,0,0,3735,0,0,0,0,754,0,0,0,1414,0,0,0,0,133,552,0,0,0,0,0,0,89,261,99,0,0,3695,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,202,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,365,0,0,0,0,0,64,0,0,177,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,25,0,0,0,0,0,0,0,0
"S_00975",0,0,0,0,0,192,0,0,0,0,0,4419,0,0,0,0,575,0,0,0,1596,0,0,0,0,0,546,0,0,0,0,0,0,0,201,91,0,0,2598,0,0,0,0,91,0,0,0,0,86,125,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,120,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01071",0,0,0,0,0,283,0,0,0,0,0,4399,0,0,0,0,388,0,0,0,1690,0,0,0,0,118,670,0,0,0,0,0,0,78,295,159,80,0,3342,0,0,0,0,237,0,0,0,0,60,130,0,0,0,0,114,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,118,0,0,0,0,0,186,10,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,134,0,17,0,0,0,62,0,0,0,0,0,58,0,27,0,0,0,0,64,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
"S_01167",0,0,0,0,0,509,0,0,0,0,0,5044,0,0,0,0,373,0,0,0,3322,0,0,0,0,141,281,0,0,0,0,0,0,0,430,338,0,0,3242,0,0,0,0,289,0,0,65,0,255,141,0,0,0,0,209,0,0,0,0,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,122,0,0,0,0,0,72,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,27,0,15
"S_01263",0,0,0,0,0,200,0,0,194,0,0,4591,0,0,0,0,2112,0,0,0,1608,0,0,0,0,123,1311,0,0,0,0,0,0,0,898,523,342,0,3752,0,0,0,0,504,0,0,71,0,168,232,0,0,0,0,252,0,0,0,0,0,549,0,0,0,0,0,90,0,0,0,0,0,0,0,65,0,65,0,0,0,0,239,71,0,0,0,0,504,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,0,0,0,0,0,71,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
"S_01359",0,0,0,0,0,264,0,0,0,0,0,4099,0,0,0,0,694,0,0,0,1554,0,0,0,0,0,2215,0,0,0,0,0,0,0,556,259,0,0,2176,0,0,0,0,397,0,0,0,0,99,204,0,0,0,0,711,0,0,0,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01455",0,0,0,0,0,275,0,0,0,0,0,2783,0,0,0,0,341,0,0,0,2591,0,0,0,0,0,981,0,0,0,0,0,0,0,675,200,0,0,1562,0,0,0,0,675,0,0,0,0,200,114,0,0,0,0,683,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,149,0,0,0,0,0,79,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01551",0,0,0,0,0,258,0,0,0,0,0,4229,0,0,0,0,322,0,0,0,1806,0,0,0,0,94,2410,0,0,0,0,0,0,0,571,218,0,0,2192,0,0,0,0,557,0,0,0,0,111,97,0,0,0,0,752,0,0,0,0,0,225,0,0,0,0,0,0,13,0,0,0,0,0,0,34,0,50,0,0,0,0,0,44,0,0,0,0,117,7,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,70,0,0,0,0,0,77,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
