"","X_0001","X_0002","X_0003","X_0004","X_0005","X_0006","X_0011","X_0013","X_0014","X_0015","X_0016","X_0018","X_0019","X_0021","X_0022","X_0024","X_0026","X_0030","X_0031","X_0032","X_0033","X_0036","X_0037","X_0038","X_0039","X_0040","X_0044","X_0047","X_0048","X_0049","X_0050","X_0054","X_0067","X_0069","X_0075","X_0076","X_0083","X_0084","X_0086","X_0087","X_0089","X_0090","X_0098","X_0100","X_0102","X_0107","X_0109","X_0111","X_0117","X_0118","X_0128","X_0130","X_0141","X_0143","X_0147","X_0164","X_0166","X_0171","X_0173","X_0179","X_0181","X_0185","X_0191","X_0198","X_0222","X_0232","X_0241","X_0243","X_0252","X_0254","X_0275","X_0291","X_0309","X_0361","X_0399"
"S_04746",2182,2345,0,0,8643,0,3786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2340,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,35,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04842",4378,2766,0,0,7139,0,6192,0,0,0,0,0,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3714,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04938",5982,3759,0,0,12913,0,5889,0,0,0,0,0,381,0,53,0,0,0,0,0,0,0,0,0,0,0,0,3298,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,414,154,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05034",12907,7742,0,0,22805,0,9910,0,0,0,0,0,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05130",20989,5672,0,0,13364,0,16933,0,0,0,0,0,5942,0,387,0,0,0,0,0,0,0,0,0,0,0,0,10217,0,0,0,0,0,0,0,0,0,84,0,320,0,0,0,168,0,0,0,0,0,0,0,3585,0,0,0,0,0,0,0,0,0,1582,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05226",23440,6079,0,0,16485,0,14401,0,0,0,0,0,4075,0,186,0,0,0,0,0,0,0,0,0,0,0,0,10247,0,0,0,0,0,0,0,0,0,66,0,186,0,0,0,0,0,0,0,0,0,0,0,1739,0,0,0,0,0,0,0,0,0,743,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05322",19820,5221,0,0,10318,0,8235,0,0,0,0,0,2810,0,160,0,0,0,0,0,0,0,0,0,0,0,0,6010,0,0,0,0,0,0,0,0,0,186,0,177,0,0,0,0,0,0,0,0,0,0,0,1986,0,0,0,0,0,0,0,0,0,904,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05418",13988,1499,0,0,18867,0,9912,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,69,0,0,0,0,0,0,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05514",12174,1162,0,0,17803,0,5797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05610",5942,306,0,0,7072,0,2092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05706",10487,406,0,0,10319,0,3446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05802",12008,212,0,0,13825,0,4420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05898",11792,0,0,0,12156,0,3794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05994",24336,1395,0,0,11197,7139,7046,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,1721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06090",31554,1172,0,0,9313,18577,5514,0,0,0,0,0,247,0,62,0,0,0,0,0,0,0,0,0,0,0,0,1912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06186",14409,564,0,0,5626,11731,3247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06282",21229,834,0,0,11824,23601,6129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06378",15301,414,0,0,6567,18111,3572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06474",8981,84,0,0,7582,10561,2529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06570",4871,0,0,0,6365,709,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06666",13057,248,0,0,7619,14934,3043,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06762",15078,0,0,0,11942,3961,4002,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06858",24494,0,0,0,23859,15465,3964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06954",15888,137,0,0,8132,17516,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07050",21598,145,0,0,14583,17315,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07146",66461,0,0,0,25498,21017,615,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07242",12049,0,0,0,8625,5273,81,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07338",2141,0,0,0,686,671,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07434",12520,0,0,0,7047,14843,271,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07530",9425.5,0,0,0,8713,15361,135.5,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07626",6331,0,0,0,10379,15879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07722",6498,0,0,0,4416,10326,177,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07818",8508,0,0,0,5988,7661,158,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07914",12665,0,0,0,7716,19936,784,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08010",9329,0,0,0,5695,15871,251,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08106",8340,0,0,0,4906,16096,193,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08202",20371,0,0,0,18387,34582,459,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,136,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08298",12833,0,0,0,4399,17748,161,0,0,0,0,0,0,0,42,0,0,0,202,0,0,0,0,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08394",17469.5,0,0,0,7863,21941,251.5,0,0,0,0,0,0,0,21,0,0,0,340.5,0,0,0,0,504,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08490",22106,0,0,0,11327,26134,342,0,0,0,0,0,0,0,0,0,0,0,479,0,0,0,0,505,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08586",11051,0,0,0,8915,24730,182,0,0,0,0,0,0,0,34,0,0,0,263,0,0,0,0,2621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08682",6657,0,0,0,4572,17240,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,1152,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08778",7838,0,0,0,5811,10959,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,1589,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08874",5350,0,0,0,4637,16894,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,1475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08970",3588,0,0,0,2665,11169,62,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,4331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09066",2648,0,43,0,4479,11697,385,0,0,0,0,0,0,0,25,0,0,0,346,0,0,0,0,1770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09162",2086,0,0,0,2471,7844,0,0,0,0,0,0,0,0,0,0,0,0,291,0,0,0,0,1874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09258",3766,0,0,0,2267,7750,38,0,0,0,0,0,0,0,0,0,0,0,794,0,0,0,0,1452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09354",1812,0,0,0,4740,15710,0,0,0,0,0,18,0,0,0,0,0,0,255,0,0,0,0,3053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09450",1699,0,0,0,4813,16103,81,0,0,0,0,34,0,0,0,0,0,0,278,0,0,0,0,2802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09546",2467,0,0,0,5834,22407,209,0,0,0,0,0,0,0,0,0,0,0,525,0,0,0,317,4323,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09642",874,0,0,0,3358,15757,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09738",955,0,0,0,4064,13746,76,0,0,0,0,0,0,0,0,0,0,0,759,0,0,0,0,1243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09847",1992,0,0,0,5133,16634,0,0,0,0,0,99,0,0,0,0,0,0,626,0,0,0,0,1136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09930",4230,0,0,0,2800,7392,93,0,0,0,0,42,0,0,0,0,0,0,425,0,0,0,0,1829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10026",1054,0,0,0,4946,17983,163,0,0,0,0,87,0,0,0,0,0,0,1142,0,0,0,0,1911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10122",377,0,0,0,6013,15456,115,0,0,0,0,46,0,0,0,0,0,0,761,0,0,0,0,1476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10218",170,0,0,0,3438,11258,0,0,0,0,0,51,0,0,0,0,0,0,805,0,0,0,0,1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10314",362,0,0,0,5481,19346,0,0,0,0,0,110,0,0,0,0,0,0,1516,0,0,0,0,3885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10410",248,0,0,0,5337,18853,0,0,0,0,0,75,0,0,0,0,0,0,1646,0,0,0,0,3089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10506",295,0,0,0,6880,21701,194,0,0,0,0,129,0,0,0,0,0,0,1835,0,0,0,0,4916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_00043",0,8196,0,0,0,0,5019,0,0,0,0,0,0,0,0,0,0,0,0,2608,56,0,0,0,803,0,0,0,49,0,0,0,0,0,0,1706,0,0,0,0,457,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00139",0,6136,0,0,0,0,708,0,1410,0,0,0,0,0,0,0,0,0,0,4074,0,0,0,0,721,0,0,0,50,0,0,0,0,0,0,940,414,0,0,0,1523,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00235",0,4546,19,0,0,0,662,0,5918,0,0,0,0,0,0,0,0,0,0,2488,1485,0,0,0,161,0,0,0,0,0,0,0,0,0,0,345,416,0,0,0,762,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00331",0,1482,84,0,0,0,2250,0,4918,0,0,0,0,0,0,0,0,0,0,1731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,151,0,0,0,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00427",0,989,0,0,0,0,1396,0,3183,0,0,0,0,0,0,0,0,0,0,1102,2054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00523",0,2171,63,0,0,0,2350,0,5258,0,0,0,0,0,0,0,0,0,0,2550,5806,0,0,0,0,0,0,0,84,0,0,0,0,0,0,95,274,0,0,0,327,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00619",0,2928,87,0,0,0,1062,0,5619,0,142,0,0,0,0,0,0,0,0,1999,5265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,173,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00715",0,1860,25,0,0,0,292,0,6121,0,96,0,0,0,0,0,0,0,0,973,5274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,101,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00811",0,4571,123,0,0,0,2050,0,12976,0,410,0,0,0,0,0,0,0,0,3772,14883,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00907",0,2702,0,0,0,0,2020,0,7286,0,109,0,0,0,0,0,0,0,0,2317,9459,0,0,0,102,0,0,0,0,0,0,0,0,0,0,123,262,0,0,0,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01003",0,5463,0,0,0,0,1557,0,9721,0,196,0,0,0,0,0,0,0,0,2626,11711,0,0,0,305,0,0,0,0,47,0,0,0,0,0,0,88,0,0,0,575,108,0,0,0,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01099",0,5119,77,0,0,0,3387,0,13876,0,532,0,0,0,823,0,0,0,0,3222,16112,0,0,0,561,0,0,0,0,0,0,0,0,0,0,39,77,0,0,0,610,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01195",0,884,0,0,0,0,9855,0,15381,0,134,0,0,0,0,0,0,0,0,4654,16231,0,0,0,470,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,593,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01291",0,3244,80,0,0,0,2777,0,9982,0,378,0,0,0,239,0,0,0,0,2160,13704,0,0,0,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01387",0,2752,0,0,0,0,2973,0,8020,0,319,0,0,0,90,0,0,0,0,792,13501,0,0,0,327,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,531,57,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01483",0,697,0,0,0,0,9622,0,3023,0,0,0,0,0,10,0,0,0,63,30,283,0,0,0,850,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01579",0,1916,32,0,0,0,6196,0,18098,0,361,0,0,0,208,0,0,0,0,3446,13810,0,0,0,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01675",0,0,0,0,0,0,10277,0,9697,0,0,0,0,0,0,0,0,0,88,2086,7207,0,0,0,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01771",0,468,0,0,0,0,12701,0,14678,0,123,0,0,0,312,0,0,0,107,2880,15982,0,0,0,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01867",0,700,0,0,0,0,18134,0,11865,0,439,0,0,0,2888,0,0,0,0,4807,23120,0,0,0,655,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,3937,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01963",0,0,0,0,0,0,14515,0,19158,0,0,0,0,0,389,0,0,0,0,3684,17822,0,0,0,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02059",0,0,0,0,0,0,14123,0,12945,0,238,0,0,0,146,0,0,0,199,4103,22885,0,0,0,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
