"","X_0001","X_0002","X_0003","X_0004","X_0005","X_0006","X_0011","X_0013","X_0014","X_0015","X_0016","X_0018","X_0019","X_0021","X_0022","X_0024","X_0026","X_0030","X_0031","X_0032","X_0033","X_0036","X_0037","X_0038","X_0039","X_0040","X_0044","X_0047","X_0048","X_0049","X_0050","X_0054","X_0067","X_0069","X_0075","X_0076","X_0083","X_0084","X_0086","X_0087","X_0089","X_0090","X_0098","X_0100","X_0102","X_0107","X_0109","X_0111","X_0117","X_0118","X_0128","X_0130","X_0141","X_0143","X_0147","X_0164","X_0166","X_0171","X_0173","X_0179","X_0181","X_0185","X_0191","X_0198","X_0222","X_0232","X_0241","X_0243","X_0252","X_0254","X_0275","X_0291","X_0309","X_0361","X_0399"
"S_07337",7356,1000,0,0,6677,0,3508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07433",15584,399,0,0,6201,0,7224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,61,44,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0
"S_07529",75384,0,0,0,28888,0,8804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07625",42493.5,172,0,0,17106.5,0,7045.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,35.5,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0
"S_07721",9603,344,0,0,5325,0,5287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,17,71,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0
"S_07817",8704,0,0,0,4860,0,6008,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0
"S_07913",19187,487,0,0,9827,0,8233,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0
"S_08009",32295,903,0,0,15378,0,6717,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,0,0,0,0,0,0,0,0,0,0,0
"S_08105",13939,305,0,168,6202,0,3807,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,56,71,0,0,0,0,0,0,15,0,108,0,0,0,0,0,0,0,0,0,0,0
"S_08201",22507,2725,0,5110,12836,0,12319,0,0,33,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2418,0,0,0,0,0,0,0,648,0,0,0,0,0,0,0,0,0,0,0,0,0,88,154,0,0,0,0,0,0,176,0,341,0,0,0,0,0,0,0,0,0,0,0
"S_08297",32725,1963,0,1023,6653,0,16500,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6420,0,0,0,0,0,0,0,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0
"S_08393",28326.5,1201.5,0,5402,8440,0,12136.5,0,0,0,0,56.5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6952.5,0,96,0,0,0,0,0,405,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5,126,0,0,0,0,0,0,0,0,100.5,0,0,0,0,0,0,0,0,0,0,0
"S_08489",23928,440,0,9781,10227,0,7773,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7485,0,192,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,39,102,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0
"S_08585",38635,1234,0,2949,11654,104,5653,0,0,0,0,0,0,0,236,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,11428,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0
"S_08681",14094,309,0,7113,7521,206,4965,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6062,0,103,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,107,78,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08777",14464,209,0,1870,6692,44,9621,0,0,0,0,156,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4169,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08873",12105,309,0,2522,6734,1085,8468,0,0,0,0,1342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5432,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,100,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
"S_08969",17005,0,0,1438,5406,9649,7482,0,0,0,0,1459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3198,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,154,56,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
"S_09065",7193,88,0,278,4755,2997,6224,0,0,0,0,1826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1322,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09161",5547,0,0,47,6088,4024,6017,0,0,0,0,1472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09257",22602,0,0,0,11623,4804,7335,0,0,0,0,3164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1535,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09353",7313,0,0,42,6133,7254,4954,0,0,0,0,3547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09449",9074,0,0,0,8146,8299,4039,0,0,0,0,2715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09545",7179,0,0,0,6473,11367,3525,0,0,0,0,3337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,0,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09641",7282,674,0,144,5216,22168,3857,0,0,0,0,851,0,0,0,0,0,0,0,0,0,0,0,818,0,0,0,0,0,0,0,995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09737",5839,0,0,0,3580,6413,2472,0,0,0,0,1527,0,0,337,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,463,48,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09848",3959,0,0,0,1190,5451,888,0,0,0,0,1435,0,0,0,0,0,0,0,0,0,115,0,331,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09929",8145,0,0,0,2790,2096,1330,0,0,0,0,816,0,0,42,0,0,0,0,0,0,1234,0,439,0,0,0,0,0,0,0,222,17,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
"S_10025",3977,0,0,0,1503,4502,762,0,0,0,0,1267,0,0,0,0,0,0,0,0,0,560,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10121",3699,0,0,0,1679,6195,717,0,0,0,0,1158,0,0,20,0,0,0,0,0,0,747,0,0,0,546,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10217",4691,0,0,0,2113,7270,589,0,0,0,0,1029,0,0,0,0,0,0,0,0,0,818,0,0,0,778,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10313",2509,0,0,0,2221,8037,363,0,0,0,0,984,0,0,106,0,0,0,0,0,0,1216,0,0,0,600,0,0,0,0,0,68,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10409",4185,0,0,0,3839,9808,781,0,0,0,0,1566,0,0,0,0,0,0,0,0,0,1580,0,0,0,1700,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10505",11065,0,0,0,2473,9678,329,0,0,0,0,1301,0,0,0,0,0,0,0,0,0,2530,0,0,0,2366,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_00042",0,14557,0,0,0,0,13998,0,0,0,0,0,5003,0,70,451,0,0,0,0,0,0,0,0,0,0,0,0,1002,0,0,0,0,0,0,0,163,0,0,0,0,0,0,474,0,0,0,0,0,0,0,0,3721,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00138",0,13987,0,0,0,0,4130,0,0,0,0,0,3183,0,105,228,0,0,0,0,0,0,0,0,0,0,0,0,596,0,0,0,0,0,0,0,544,0,0,0,0,0,0,123,0,0,0,0,0,0,0,430,5630,0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00234",0,8174,0,0,0,0,1560,0,0,0,0,0,6852,0,39,0,0,0,0,0,0,0,0,0,0,0,0,686,382,0,0,0,0,0,0,0,454,0,0,0,0,0,0,77,0,0,0,0,0,0,61,171,2334,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,33,0,0,0,0
"S_00330",0,3653,0,0,0,0,2541,0,0,0,0,0,49,0,136,0,0,0,0,0,0,0,0,0,0,0,0,1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,1404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00426",0,1303,0,0,0,0,1015,0,0,0,0,0,20,0,61,0,0,0,0,0,0,0,0,0,0,0,0,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00522",0,7591,0,0,0,0,3060,0,0,0,0,0,8582,0,109,0,0,0,0,0,0,0,0,0,0,0,0,1536,414,0,0,0,0,0,0,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0,163,327,1340,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00618",0,3798,0,0,0,0,989,0,0,0,0,0,4748,0,169,0,0,0,0,0,0,0,0,0,0,0,0,1223,182,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00714",0,2147,0,0,0,0,326,0,0,0,23,0,3518,0,115,0,0,0,0,0,0,0,0,0,0,0,0,1170,55,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,37,167,444,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,52,0,0,0,0
"S_00810",0,3599,0,0,0,0,738,0,0,0,63,0,5042,0,709,0,0,0,0,0,0,0,0,0,0,0,0,2325,177,0,0,0,0,0,0,0,224,0,0,0,0,0,0,101,0,0,0,0,0,0,46,325,688,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,131,0,0,0,0
"S_00906",0,5231,0,0,0,0,1068,0,0,0,56,0,6759,0,551,0,0,0,0,0,0,0,0,0,0,0,0,3124,135,0,0,0,0,0,0,0,185,0,0,0,0,0,0,107,0,0,0,0,0,0,34,0,714,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,90,0,0,0,0
"S_01002",0,4106,0,0,0,0,1391,0,0,0,67,0,6394,0,1095,0,0,0,0,0,0,0,0,0,0,0,0,3648,67,0,0,0,0,0,0,0,90,0,0,0,0,0,0,130,0,0,0,0,0,0,390,763,525,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,54,0,0,0,0
"S_01098",0,4986,0,0,0,0,2043,0,0,0,113,0,5306,0,1793,0,0,0,0,0,0,0,0,0,0,0,0,4152,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,127,0,0,0,0,0,0,710,724,503,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,70,0,0,0,0
"S_01194",0,5915,0,0,0,0,5250,0,0,0,0,0,509,0,1607,0,0,0,0,0,0,0,0,0,0,0,0,8178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01290",0,5784,0,0,0,0,1629,0,0,0,119,0,4812,0,1322,0,0,0,0,0,0,0,0,0,0,0,0,5119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,51,700,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01386",0,26582,0,0,0,0,5340,0,0,0,120,0,26029,0,3392,0,0,0,0,0,0,0,0,0,0,0,0,24248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756,674,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01482",0,2179,0,0,0,0,6612,0,0,0,0,0,24,0,217,0,0,0,0,0,0,0,0,0,0,0,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01578",0,2984,0,0,0,0,4386,0,0,0,121,0,3072,0,745,0,0,0,0,0,0,0,0,0,0,0,0,3906,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,68,546,139,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,43,0,0,0,0
"S_01674",0,3590,0,0,0,0,9828,0,0,0,0,0,458,0,418,0,0,0,0,0,0,0,0,0,0,0,0,11083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,876,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01770",0,3155,0,0,0,0,10347,0,0,0,0,0,688,0,428,0,0,0,0,0,0,0,0,0,0,0,0,11711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,670,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01866",0,7370,0,0,0,0,14198,0,0,0,119,0,4248,0,2410,0,0,0,0,0,0,0,0,0,0,0,0,19632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541,0,0,0,0,0,0,0,1550,304,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,59,0,0,0,0
"S_01962",0,4453,0,0,0,0,15581,0,0,0,107,0,3212,0,2627,0,0,0,0,0,0,0,0,0,0,0,0,16046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02058",0,14114,0,0,0,0,25508,0,0,0,96,0,4577,0,2087,0,0,0,0,0,0,0,0,0,0,0,0,35581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4711,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02154",0,3681,0,0,0,0,11796,0,0,0,86,0,4802,0,2093,0,0,0,0,0,0,0,0,0,0,0,0,14792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679,0,0,0,0,0,0,0,1633,207,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,40,0,0,0,0
"S_02250",0,7255,0,0,0,0,17174,0,0,0,127,0,13186,0,1931,0,0,0,0,0,0,0,0,0,0,0,0,11920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,0,0,0,0,0,0,0,1621,228,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,38,0,0,0,0
"S_02346",0,4730,0,0,0,0,9080,0,0,0,0,0,12995,0,13511,0,0,0,0,0,0,0,0,0,0,0,0,10562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2107,0,0,0,0,0,0,0,2297,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02442",0,8897,0,0,0,0,19116,0,0,0,0,0,14186,0,5110,0,0,0,0,0,0,0,0,0,0,0,0,15075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1534,0,0,0,0,0,0,74,1883,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02538",0,3771,0,0,0,0,11591,0,0,0,62,0,10247,0,498,0,0,0,0,0,0,0,0,0,0,0,0,12463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,912,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
"S_02634",0,11091,0,0,0,0,12059,0,0,0,263,0,19194,0,1810,0,0,0,0,0,0,0,0,0,0,0,0,16889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,0,0,0,0,0,0,0,2252,200,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,63,0,0,0,0
"S_02730",0,4332,0,0,0,0,10020,0,0,0,88,0,8040,0,1017,0,0,0,0,0,0,0,0,0,0,0,0,9227,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,441,0,0,0,0,0,0,0,1078,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02826",0,9535,0,0,0,0,11153,0,0,0,223,0,9757,0,2369,0,0,0,0,0,0,0,0,0,0,0,0,12865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032,0,0,0,0,0,0,0,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02922",0,13853,0,0,0,0,20113,0,0,0,382,0,15527,0,4205,0,0,0,0,0,0,0,0,0,0,0,0,19586,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,1147,0,0,0,0,0,0,0,2293,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,92,0,0,0,0
"S_03018",0,5934,0,0,0,0,7758,0,0,0,333,0,6975,0,1041,0,0,0,0,0,0,0,0,0,0,0,0,10119,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,510,0,0,0,0,0,0,0,1116,59,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,38,0,0,0,0
"S_03114",0,7017,0,0,0,0,8718,0,0,0,90,0,4940,0,574,0,0,0,0,0,0,0,0,0,0,0,0,9436,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,314,0,0,0,0,0,0,0,1342,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03210",0,10351,0,0,0,0,10703,0,0,0,0,0,3677,0,1198,0,0,0,0,0,0,0,0,0,0,0,0,15320,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,552,0,0,0,0,0,0,0,2291,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03306",0,6462,0,0,0,0,3341,0,0,0,129,0,5648,0,787,0,0,0,0,0,0,0,0,0,0,0,0,6952,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,313,0,0,0,0,0,0,0,1396,167,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03402",0,5273,0,0,0,0,7172,0,0,0,30,0,3444,0,238,0,0,0,0,0,0,0,0,0,0,0,0,7806,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,192,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03498",0,10655,0,0,0,0,15478,0,0,0,0,0,1437,0,1663,0,0,0,0,0,0,0,0,0,0,0,0,18424,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,2007,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03594",0,4379,0,0,0,0,5914,0,0,0,131,0,6503,0,1680,0,0,0,0,0,0,0,0,0,0,0,0,7608,0,0,0,0,0,0,0,0,0,0,0,269,0,0,0,422,0,0,0,0,0,0,0,466,153,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,36,0,0,0,0
"S_03690",0,4833,0,0,0,0,9628,0,0,0,134,0,8421,0,2343,0,0,0,0,0,0,0,0,0,0,0,0,8689,0,0,0,0,0,0,0,0,0,0,0,434,0,0,0,670,0,0,0,0,0,0,0,868,223,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,32,0,0,0,0
"S_03786",0,10196,0,0,0,0,16387,0,0,0,54,0,3572,0,769,0,0,0,0,0,0,0,0,0,0,0,0,16713,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,350,0,0,0,0,0,0,0,550,292,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03882",0,6523,0,0,0,0,13603,0,0,0,25,0,2999,0,388,0,0,0,0,0,0,0,0,0,0,0,0,13240,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,282,0,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03978",0,3335,0,0,0,0,4932,0,0,0,112,0,5035,0,607,0,0,0,0,0,0,0,0,0,0,0,0,6039,0,0,0,0,0,0,0,0,0,0,0,327,0,0,0,304,0,0,0,0,0,0,0,537,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0
"S_04074",0,5302,0,0,0,0,4959,0,0,0,102,0,5194,0,253,0,0,0,0,0,0,0,0,0,0,0,0,7002,0,0,0,0,0,0,0,0,0,0,0,325,0,0,0,157,0,0,0,0,0,0,0,458,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04170",0,4492,0,0,0,0,5326,0,0,0,64,0,4372,0,297,0,0,0,0,0,0,0,0,0,0,0,0,6128,0,0,0,0,0,0,0,0,0,0,0,305,0,0,0,176,0,0,0,0,0,0,0,842,160,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04266",112,5234,0,0,1679,0,13990,0,0,0,90,0,4336,0,202,0,0,0,0,0,0,0,0,0,0,0,0,11457,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,163,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04362",558,5101,0,0,731,0,6261,0,0,0,140,0,4303,0,212,0,0,0,0,0,0,0,0,0,0,0,0,5993,0,0,0,0,0,0,0,0,0,0,0,391,0,0,0,151,0,0,0,0,0,0,0,446,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04458",2224,6386,0,0,8883,0,14465,0,0,0,0,0,545,0,115,0,0,0,0,0,0,0,0,0,0,0,0,13260,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,660,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04554",3937,4134,0,0,14036,0,13348,0,0,0,0,0,1089,0,54,0,0,0,0,0,0,0,0,0,0,0,0,10143,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,920,0,0,0,0,0,0,0,911,411,0,0,0,0,0,0,0,0,366,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04650",2615,2169,0,0,7857,0,6465,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3928,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,169,73,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0
