"","X_0001","X_0002","X_0004","X_0007","X_0008","X_0009","X_0010","X_0012","X_0015","X_0017","X_0018","X_0026","X_0027","X_0029","X_0034","X_0039","X_0041","X_0043","X_0053","X_0057","X_0066","X_0067","X_0073","X_0075","X_0077","X_0086","X_0097","X_0101","X_0112","X_0114","X_0119","X_0140","X_0160","X_0161","X_0188","X_0207","X_0210","X_0220","X_0289","X_0305","X_0318"
"S_02958",2982,0,6446,2280,1170,0,0,0,143,4688,1608,0,0,0,0,0,15,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0
"S_03054",1787,0,4443,1001,432,0,0,0,33,4244,935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0
"S_03150",1890,0,3154,3524,1137,0,0,0,811,2245,1653,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0
"S_03246",2482,0,6517,2281,1412,0,0,0,577,2928,1447,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0
"S_03342",573,0,3247,402,143,0,0,0,198,1292,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03438",2421,0,6534,2209,675,0,0,0,1155,720,1027,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03534",2891,0,10935,2140,1795,0,0,0,1112,2621,2058,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03630",1821,0,6433,1051,292,0,0,0,161,3632,2309,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03726",2582,0,20041,1895,799,0,0,0,279,2136,1133,0,0,0,0,0,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03822",3621,0,12067,2771,1546,0,0,0,1609,1483,2688,0,0,0,0,0,0,522,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
"S_03918",2755,0,8255,2281,1031,0,0,0,965,1388,1498,0,0,0,0,0,0,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0
"S_04014",1992,0,6135,867,403,0,0,0,96,3240,946,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0
"S_04110",1452,0,11099,629,0,0,0,0,217,1496,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04206",919,0,3999,337,156,0,0,0,43,1043,511,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
"S_04302",2813,0,7848,1657,1277,0,0,0,426,1232,1747,0,0,0,0,0,0,616,0,0,0,0,0,0,180,0,0,0,0,0,0,0,28,24,0,0,0,0,0,0,0
"S_04398",2006,0,4605,1112,715,0,0,0,64,1653,866,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
"S_04494",3536,0,5983,1748,1430,0,0,0,396,699,2999,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04590",4364,0,4430,1486,1189,0,0,0,578,776,2696,0,0,0,0,0,0,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04686",2256,0,3747,1713,851,0,0,0,525,356,1665,0,0,0,0,0,0,778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04782",2635,0,4174,1850.5,966.5,0,0,0,462.5,448.5,2019.5,0,0,0,0,0,0,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04878",3014,0,4601,1988,1082,0,0,0,400,541,2374,0,0,0,0,0,0,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04974",4092,0,2650,2507,609,0,0,0,248,649,1762,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05070",8985,0,7331,5877,2011,0,0,0,823,1590,2980,0,0,0,0,0,0,850,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
"S_05166",7667,0,8280,1737,584,0,0,0,248,1284,1031,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0
"S_05262",6130,0,6499.5,1548,456,0,0,0,201,1172,992.5,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0
"S_05358",4593,0,4719,1359,328,0,0,0,154,1060,954,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0
"S_05454",5896,0,2398,3288,546,0,0,0,194,279,2503,0,0,0,0,0,0,352,0,0,0,0,0,0,303,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0
"S_05550",4112,0,1489,2498,593,0,0,0,189,571,2200,0,0,0,0,0,0,129,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0
"S_05646",2920,0,701,930,293,0,0,0,129,0,995,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05742",5027,0,3786,1626,350,0,0,0,428,227,1180,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05838",3811,0,1114,779,556,0,0,0,69,1059,2222,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0
"S_05934",3851,0,859,937,348,0,0,0,52,881,2273,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
"S_06030",7737,0,8200,2038,464,0,0,0,525,0,1208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06126",5192,0,3842,597,0,0,0,0,173,641,675,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0
"S_06222",5656,0,5899,1021,105,0,0,0,127,381,1048,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0
"S_06318",4068,0,2964,784,102,0,0,0,102,302,722,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,153,0,0,0,0,0,0,0
"S_06414",5744,0,3634,739,0,0,0,0,91,354,835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,137,0,0,0,0,0,0,0
"S_06510",6809,0,2287,2679,299,0,0,0,93,222,1046,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0
"S_06606",4546,0,674,381,220,0,415,0,25,245,1486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06702",7652,0,2516,998,119,0,497,0,92,432,998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0
"S_06798",5379,0,1144,891,267,0,1223,0,158,401,1699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06894",10348,0,5026,1842,490,0,592,0,349,265,1223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06990",9145,45,4763,1402,249,0,1291,0,138,405,1623,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,159,0,0,0,0,0,0,0
"S_07086",4866,0,3753,272,0,0,751,0,54,208,728,0,0,0,0,0,0,12,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0
"S_07182",10428,0,2116,1666,239,0,1004,0,131,0,1639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0
"S_07278",6779,0,591,1286,160,0,2081,0,175,245,799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
"S_07374",3024,0,476,1661,166,0,1335,0,571,0,1282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07470",12381,0,2832,1474,197,0,937,0,74,249,1572,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0
"S_07566",17790,0,4255,1957,0,0,3039,0,3380,0,1601,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0
"S_07662",7345,0,1473,1012,0,0,1362,0,457,0,594,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0
"S_07758",9628,0,5253,640,0,0,1132,0,141,0,1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07854",4798,0,2735,322,103,0,3204,0,97,230,1852,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
"S_07950",11626,0,7180,859,198,0,1710,0,587,0,2140,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0
"S_08046",18593,0,2463,521,0,0,3198,0,0,0,924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08142",11595,0,3816,368,97,0,1513,0,139,265,1266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0
"S_08238",14510,122,8666,408,0,0,4101,0,138,306,1579,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08334",9302,0,15859,0,0,0,3156,0,234,0,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08430",10534.5,77,11326,285.5,101.5,0,3020.5,0,292.5,142,1200.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0
"S_08526",11767,154,6793,571,203,0,2885,0,351,284,1598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0
"S_08622",12790,378,13118,446,96,0,5288,0,264,560,2405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0
"S_08718",22390,0,10001,0,0,0,4442,0,402,0,1161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08814",8128,0,1929,0,53,0,3891,0,45,249,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0
"S_08910",9008,154,3850,111,0,0,1789,0,182,142,713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0
"S_09006",4815,152,4452,39,0,0,1583,0,92,132,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0
"S_09102",7404,0,1033,0,0,0,1776,0,19,0,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09198",5538,0,891,0,36,0,2035,0,26,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09294",9317,0,5300,0,101,0,3865,0,101,0,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09390",5773,228,1328,129,56,0,1468,0,43,56,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09486",7045,0,3742,0,65,0,1340,0,125,0,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09582",7923,233,2531,92,102,0,1595,0,34,0,713,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09678",4856,520,6042,0,0,0,2086,0,115,140,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,115,0,0,0,0,0,0,0
"S_09774",8026,290,4461,88,95,0,2309,0,77,95,1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09811",7518,188,3855,76,90,0,1947,0,58,98,737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09966",3997,0,222,0,0,0,2022,0,0,143,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10062",9747,191,2728,0,92,0,2747,0,0,0,881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10158",8326,84,1610,50,79,0,1808,0,0,0,817,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10254",7237,0,2724,0,81,0,1648,0,0,0,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10350",12366,0,6089,0,157,0,2484,0,31,0,912,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10446",8849,201,4306,42,107,0,2058,0,16,71,995,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10542",11236,173,3798,69,166,0,2149,0,0,69,1428,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0
"1111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_00079",0,0,2236,275,1132,9666,0,0,628,0,0,0,0,0,0,0,1109,0,818,0,0,0,0,45,0,0,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00175",0,0,2944,535,3078,10312,0,0,795,0,0,0,0,0,0,0,992,0,583,0,0,0,0,0,0,0,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00271",0,0,2336,961,1949,5830,0,0,683,0,0,0,58,0,0,0,637,0,278,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00367",0,0,4091,663,2367,5417,0,0,162,0,0,0,0,0,0,0,49,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00463",0,0,2939,1104,1332,3840,0,0,184,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00559",0,0,2464,1122,1870,4993,0,0,374,0,0,0,0,0,0,0,528,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00655",0,0,2603,1633,1640,4842,0,0,884,0,0,0,0,0,0,0,599,0,136,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00751",0,0,855,985,576,3430,0,0,210,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
"S_00847",0,0,3795,4211,1790,8772,0,0,447,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00943",0,0,1779,1590,787,5336,0,0,349,0,0,0,0,0,0,0,341,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01039",0,0,1946,2329,634,5686,0,0,193,0,0,0,0,0,0,0,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01135",0,0,1265,1595,485,7381,0,0,172,0,0,0,0,0,0,0,206,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01231",0,0,4621,5190,747,11357,0,0,1942,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01327",0,0,1431,3047,488,7796,0,0,211,0,0,0,0,0,0,0,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01423",0,0,1286,1506,250,4542,0,0,87,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01519",0,0,1621,382,294,2268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01615",0,0,3596,3565,686,9193,0,0,240,0,0,0,0,0,0,0,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01711",0,0,1651,2863,438,11001,0,0,1186,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01807",0,0,4407,4312,680,7990,0,0,1310,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0
"S_01903",0,0,2349,4906,529,12657,0,0,2443,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0
"S_01999",0,0,4034,4891,756,13894,0,0,4498,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02095",0,0,1238,2240,634,6040,0,0,669,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02191",0,0,7214,4130,896,10885,0,0,2636,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02287",0,0,10406,7401,1363,10759,0,0,848,0,0,0,0,0,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02383",0,0,5193,3322,1001,8015,0,0,263,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02479",0,0,11290,6611,1199,9470,0,0,927,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02575",0,0,2676,4999,679,7778,0,0,1120,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02671",0,0,6775,1920,432,5267,0,0,364,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02767",0,0,8234,1365,342,4283,0,0,735,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0
"S_02863",0,0,7800,2945,489,5128,0,0,699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02959",0,0,6633,1652,262,4261,0,0,439,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03055",0,0,7970,1456,355,3897,0,0,713,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03151",0,0,6495,4849,590,7776,0,0,2672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03247",0,0,7354,3013,965,8339,0,0,2560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03343",0,0,5158,939,257,2019,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03439",0,0,7384,3977,815,7662,0,0,2242,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03535",0,0,8429,4111,1214,9552,0,0,3917,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03631",0,0,8825,2176,466,4757,0,0,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03727",0,0,9707,2508,683,4352,0,0,360,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03823",0,0,11144,6221,1646,7688,0,0,2974,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03919",0,0,9895,3344,913,7430,0,0,2160,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04015",0,0,9786,999,335,2214,0,0,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04111",0,0,7568,1819,548,3030,0,0,282,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04207",0,0,7215,592,132,1240,0,0,246,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04303",0,0,10816,2133,891,7407,0,0,2398,0,0,0,0,0,0,0,0,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04399",0,0,8942,2470,407,2746,0,0,201,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04495",0,0,6429,7349,846,5289,0,0,1958,0,0,0,0,0,0,0,0,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04591",0,0,4883,8462,1236,5790,0,0,2713,0,0,0,0,0,0,0,0,923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04687",0,0,4798,5414,819,3042,0,0,2951,0,0,0,0,0,0,0,0,771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04783",0,0,4512,5164.5,936.5,2894.5,0,0,2446.5,0,0,0,0,0,0,0,0,761.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04879",0,0,4226,4915,1054,2747,0,0,1942,0,0,0,0,0,0,0,0,752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04975",0,0,3230,4215,846,3641,0,0,1299,0,0,0,0,0,0,0,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05071",0,0,8497,7955,2373,6665,0,0,3435,0,0,0,0,0,0,0,0,1231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05167",0,0,7763,5000,470,3915,0,0,1388,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05263",0,0,7289,4168,443.5,3169.5,0,0,1111,0,0,0,0,0,0,0,0,156.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05359",0,0,6815,3336,417,2424,0,0,834,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05455",0,0,5489,6495,987,5264,0,0,1878,0,0,0,0,0,0,0,0,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05551",0,0,3388,4916,1278,4943,0,0,2011,0,0,0,0,0,0,0,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05647",0,0,1480,5801,746,1560,0,0,1065,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05743",0,0,4785,5023,833,3377,0,0,2007,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
"S_05839",0,0,4821,6734,852,762,0,0,959,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
"S_05935",0,0,3639,5869,620,539,0,0,734,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06031",0,0,8784,6108,1402,5131,0,0,1446,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
"S_06127",0,0,5839,2262,272,1794,0,0,359,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06223",0,0,6720,2805,188,1884,0,0,420,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06319",0,0,5783,2029,370,1647,0,0,393,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06415",0,0,4299,2745,169,1562,0,0,210,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
"S_06511",0,0,4695,3726,389,4760,0,0,1477,0,0,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0
