"","X_0001","X_0002","X_0004","X_0007","X_0008","X_0009","X_0010","X_0012","X_0015","X_0017","X_0018","X_0026","X_0027","X_0029","X_0034","X_0039","X_0041","X_0043","X_0053","X_0057","X_0066","X_0067","X_0073","X_0075","X_0077","X_0086","X_0097","X_0101","X_0112","X_0114","X_0119","X_0140","X_0160","X_0161","X_0188","X_0207","X_0210","X_0220","X_0289","X_0305","X_0318"
"S_06607",0,0,2230,7114,728,520,0,0,985,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0
"S_06703",0,0,7223,5124,212,3225,0,0,416,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0
"S_06799",0,0,3009,7348,665,557,0,0,1046,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0
"S_06895",0,0,8287,5837,764,6755,0,0,3720,0,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0
"S_06991",0,0,7143,6915,345,4951,0,0,497,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0
"S_07087",0,0,5735.5,7457,296.5,5607,0,0,1261,0,0,0,0,0,0,0,0,262.5,0,0,0,0,0,0,0,0,0,0,177.5,0,0,0,0,0,0,0,0,0,0,0,0
"S_07183",0,0,4328,7999,248,6263,0,0,2025,0,0,0,0,0,0,0,0,303,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0
"S_07279",0,0,7045,8596,709,1121,0,0,2273,0,0,0,0,0,0,0,0,488,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0
"S_07375",0,0,4772,7305,338,384,0,0,2189,0,0,0,0,0,0,0,0,306,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0
"S_07471",0,0,8607,7769,422,8787,0,0,3205,0,0,0,0,0,0,0,0,406,0,0,0,0,0,0,0,0,0,0,468,0,0,0,0,0,0,0,0,0,0,0,0
"S_07567",0,0,5792,12322,439,2483,0,0,3062,0,0,0,0,0,0,0,0,542,0,0,0,0,0,0,0,0,0,0,387,0,0,0,0,0,0,0,0,0,0,0,0
"S_07663",0,0,5219,13916,501,1802,0,0,2527,0,0,0,0,0,0,0,0,463,0,0,0,0,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0
"S_07759",0,0,6777,4993,316,5137,0,0,2560,0,0,0,0,0,0,0,0,405,0,0,0,0,0,0,0,0,0,0,405,0,0,0,0,0,0,0,0,0,0,0,0
"S_07855",0,0,4564,4289,501,2613,0,0,1281,0,0,0,0,0,0,0,0,634,0,0,0,0,0,0,0,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0
"S_07951",0,0,8613,7040,508,7381,0,0,1659,0,0,0,0,0,0,0,0,403,0,0,0,0,0,0,0,0,0,0,293,0,0,0,0,0,0,0,0,0,0,0,0
"S_08047",0,0,6882,3705,385,8460,0,0,1278,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0,0,0,0,0
"S_08143",0,0,6639,3743,317,8082,0,0,883,0,22,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,412,0,0,0,0,0,0,0,0,0,0,0,0
"S_08239",0,0,8423,4718,297,5497,0,0,571,0,0,0,0,0,0,0,0,427,0,0,0,0,0,0,0,0,0,0,582,0,0,0,0,0,0,0,0,0,0,0,0
"S_08335",0,0,9065,4782,528,6624,0,0,1099,0,47,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0,556,0,0,0,0,0,0,0,0,0,0,0,0
"S_08431",0,0,8897,6230.5,519,10514,0,0,2437,0,72.5,0,0,0,0,0,0,551.5,0,0,0,0,0,0,0,0,0,0,672,0,0,0,0,0,0,0,0,0,0,0,0
"S_08527",0,0,8729,7679,510,14404,0,0,3775,0,98,0,0,0,0,0,0,781,0,0,0,0,0,0,0,0,0,0,788,0,0,0,0,0,0,0,0,0,0,0,0
"S_08623",0,0,12341,8095,499,12497,0,0,1197,0,135,0,0,0,0,0,0,1030,0,0,0,0,0,0,0,0,0,0,780,0,0,0,0,0,0,0,0,0,0,0,0
"S_08719",0,76,7507,5222,347,12104,0,0,2236,0,95,0,0,0,0,0,0,552,0,0,0,0,0,0,0,0,0,0,621,0,0,0,0,0,0,0,0,0,0,0,0
"S_08815",0,89,4788,6542,297,5880,0,0,1314,0,69,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,659,0,0,0,0,0,0,0,0,0,0,0,0
"S_08911",0,175,5612,2611,172,8750,0,0,919,0,41,0,0,0,0,0,0,351,0,0,0,0,0,0,0,0,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0
"S_09007",0,0,5288,1716,81,4301,0,0,532,0,0,0,0,0,0,0,0,375,0,0,0,0,0,0,0,0,0,0,415,0,0,0,0,0,0,0,0,0,0,0,0
"S_09103",0,437,1456,4186,204,5440,0,0,669,0,28,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0
"S_09199",0,396,2505,4302,196,4531,0,0,824,0,39,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,471,0,0,0,0,0,0,0,0,0,0,0,0
"S_09295",0,921,9045,5087,441,5943,0,0,1544,0,71,0,0,0,0,0,0,831,0,0,0,0,0,0,0,0,0,0,629,0,0,0,0,0,0,0,0,0,0,0,0
"S_09391",0,999,2697,3636,169,6278,0,0,868,0,55,0,0,0,0,0,0,497,0,0,0,0,0,0,0,0,0,0,415,0,0,0,0,0,0,0,0,0,0,0,0
"S_09487",0,1414,5588,4618,884,4984,0,0,781,0,67,0,0,0,0,0,0,1243,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0
"S_09583",0,2115,6559,3867,226,5976,0,0,521,0,63,0,0,0,0,0,0,458,0,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0
"S_09679",0,4015,12470,4682,621,9433,0,0,1599,0,58,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0
"S_09775",0,2270,6551,4615,372,2354,0,0,619,0,56,0,0,0,0,0,0,540,0,0,0,0,0,0,0,0,0,0,368,0,0,0,0,0,0,0,0,0,0,0,0
"S_09810",0,2445,4868,4914,192,2808,0,0,302,0,57,0,0,0,0,0,0,257,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,0,0,0,0,0,0,0,0
"S_09967",0,144,39,1384,213,2336,0,0,46,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10063",0,3523,5260,5317,182,2661,0,0,287,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,459,0,0,0,0,0,0,0,0,0,0,0,0
"S_10159",0,2817,6847,4050,135,2859,0,0,425,0,0,0,0,0,0,0,0,414,0,0,0,0,0,0,0,0,0,0,632,0,0,0,0,0,0,0,0,0,0,0,0
"S_10255",0,3372,5554,4396,170,2630,0,0,340,0,41,0,0,0,0,0,0,365,0,0,0,0,0,0,0,0,0,0,407,0,0,0,0,0,0,0,0,0,0,0,0
"S_10351",0,4967,9870,5499,312,4036,0,0,306,0,69,0,0,0,0,0,0,509,0,0,0,0,0,0,0,0,0,0,671,0,0,0,0,0,0,0,0,0,0,0,0
"S_10447",0,3111,8742,3385,153,3273,0,0,218,0,37,0,0,0,0,0,0,381,0,0,0,0,0,0,0,0,0,0,501,0,0,0,0,0,0,0,0,0,0,0,0
"S_10543",0,3976,13795,5520,276,4843,0,0,505,0,86,0,0,0,0,0,0,648,0,0,0,0,0,0,0,0,0,0,972,0,0,0,0,0,0,0,0,0,0,0,0
"1112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_00080",381,0,1651,628,704,0,0,9305,193,0,0,646,130,0,0,0,0,0,592,0,0,0,0,0,0,0,265,54,81,0,0,0,0,0,0,0,0,0,0,0,0
"S_00176",275,0,2308,1397,1190,0,0,8126,284,0,0,257,0,0,0,0,0,0,478,0,0,0,0,0,0,0,149,86,104,0,0,0,0,0,0,0,0,0,0,0,0
"S_00272",154,0,1451,1318,1547,0,0,3549,138,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,96,0,71,0,0,0,0,0,0,0,0,0,0,0,0
"S_00368",115,0,1446,974,1065,0,0,4805,73,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00464",58,0,504,754,1166,0,0,3805,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00560",134,0,1065,1383,1478,0,0,3722,193,0,0,42,0,0,0,0,0,0,142,0,0,0,0,0,0,0,27,0,39,0,0,0,0,0,0,0,0,0,0,0,0
"S_00656",72,0,336,665,296,0,0,1731,57,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0
"S_00752",96,0,361,573,222,0,0,1589,52,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
"S_00848",459,0,1710,2331,866,0,0,5120,79,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0
"S_00944",298,0,400,1386,526,0,0,3177,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0
"S_01040",395,0,602,1590,621,0,0,2900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0
"S_01136",530,0,489,1294,560,0,0,1703,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0
"S_01232",912,0,1829,2545,2792,0,0,5906,221,0,0,0,0,0,0,0,0,0,0,0,0,630,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
"S_01328",648,0,865,1889,521,0,0,2319,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
"S_01424",582,0,973,1435,311,0,0,1475,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0
"S_01520",360,0,2284,1016,2476,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0
"S_01616",1236,0,2274,1454,530,0,0,1815,81,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0
"S_01712",2645,0,3048,3417,2915,0,0,3520,501,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01808",2281,0,7720,3219,2731,0,0,2012,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01904",4003,0,6443,3923,2456,0,0,4030,645,0,0,70,0,0,0,0,0,0,0,0,0,1075,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02000",5073,0,8792,4748,2969,0,0,3179,0,0,0,80,0,0,0,0,0,0,0,0,0,1215,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
"S_02096",3584,0,5762,3448,1910,0,0,3808,440,0,0,56,0,0,0,0,0,0,0,0,0,1291,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0
"S_02192",4049,0,8865,3327,2027,0,0,3921,0,0,0,0,0,0,0,0,0,0,0,0,0,1597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02288",6175,0,14531,5818,1737,0,0,3131,0,0,0,0,0,0,0,0,0,0,0,0,0,2323,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0
"S_02384",4344,0,7365,2211,634,0,0,1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0
"S_02480",2965,0,10408,4676,1188,0,0,1650,195,0,0,0,0,0,0,0,0,0,0,0,0,2693,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
"S_02576",5401,0,9841,4792,2010,0,0,7198,676,0,0,55,0,0,0,0,0,0,0,0,0,2990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02672",3822,0,5868,1962,499,0,0,1716,42,0,0,0,0,0,0,0,0,0,0,0,0,1211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02768",3291,0,7517,1277,280,0,0,1166,37,0,0,0,0,0,0,0,0,0,0,0,0,976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02864",2090,0,4641,2054,386,0,0,2107,0,0,0,0,0,0,0,0,0,0,0,0,0,985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02960",4809,0,7300,1611,515,0,0,2761,170,0,0,37,0,0,0,0,0,0,0,0,0,1404,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
"S_03056",4036,0,6935,954,355,0,0,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,1269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0
"S_03152",3799,0,6291,2066,1135,0,0,5282,423,0,0,0,0,0,0,0,0,0,0,0,0,1682,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
"S_03248",4281,0,7763,1637,1482,0,0,3679,964,0,0,0,0,0,0,0,0,0,0,0,0,1804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03344",1665,0,2235,0,188,0,0,1010,0,0,0,0,0,0,0,0,0,0,0,0,0,941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0
"S_03440",3498,0,5161,1702,861,0,0,4769,0,0,0,0,0,0,0,0,0,0,0,0,0,2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,0,0,0
"S_03536",5929,0,8399,2567,1987,0,0,4323,0,0,0,0,0,0,0,0,0,0,0,0,0,2716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03632",4137,0,4842,743,275,0,0,1953,0,0,0,0,0,0,0,0,0,6,0,0,0,888,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,145,0,0,0
"S_03728",4209,0,5059,1198,400,0,0,2540,0,0,0,44,0,0,0,0,0,0,0,0,0,1105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0
"S_03824",4109,0,5316,1635,1070,0,0,3949,0,0,0,37,0,0,0,0,0,0,0,0,0,2853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03920",3501,0,4090,1240,931,0,0,3631,171,0,0,0,0,0,0,0,0,36,0,0,0,2483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04016",3963,0,2523,571,180,0,0,2375,121,0,0,0,0,0,0,0,0,0,0,0,0,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04112",4681,0,4045,795,355,0,0,3015,0,0,0,26,0,0,0,0,0,20,0,0,0,1216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04208",4370,0,3375,0,229,0,0,2214,0,0,0,0,0,0,0,0,0,55,0,0,0,1922,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0
"S_04304",4703,0,3141,774,651,0,0,4616,0,0,0,0,0,0,0,0,0,115,0,0,0,2393,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
"S_04400",4598,0,2381,717,213,0,0,2496,0,0,0,0,0,0,0,0,0,41,0,0,0,1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04496",7136,0,2605,1675,1073,0,0,1096,0,0,0,0,0,0,0,0,0,112,0,0,0,1594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0
"S_04592",7493,0,2360,1743,974,0,0,1501,49,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04688",7694,0,2881,1420,1294,0,0,1343,0,0,0,41,0,0,0,0,0,175,0,0,0,1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04784",2672,0,1156,234,266,0,0,112,0,0,0,13,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04880",5898,0,3679,1391,538,0,0,836,0,0,0,0,0,0,0,0,0,141,0,0,0,3756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04976",5117,0,1619,1012,280,0,0,1340,81,0,0,0,0,0,0,0,0,86,0,0,0,3002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05072",13308,0,9857,2955,1433,0,0,3761,239,0,0,106,0,0,0,0,0,283,0,0,0,7141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05168",9422,0,9591,0,192,0,0,1312,0,0,0,0,0,0,0,0,0,61,0,0,0,1819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05264",5613,0,4562,0,131,0,0,911,0,0,0,0,0,0,0,0,0,45,0,0,0,3411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05360",5239,0,5282,0,0,0,0,825,91,0,0,0,0,0,0,0,0,0,0,0,0,1880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05456",7085,0,2869,903,177,0,0,1875,0,0,0,0,0,0,0,0,0,86,0,0,0,4675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05552",5675,0,2716,0,199,0,0,949,0,0,0,0,0,0,0,0,0,38,0,0,0,3050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0
"S_05648",5309,0,1248,0,326,0,0,114,0,0,0,0,0,0,0,0,0,16,0,0,0,1578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05744",6222,0,4749,0,164,0,0,1472,0,0,0,0,0,0,0,0,0,0,0,0,0,4529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0
"S_05840",7345,0,1214,0,639,0,0,111,0,0,0,102,0,0,0,0,0,57,0,0,0,1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05936",5895,0,604,0,398,0,0,59,0,0,0,88,0,0,0,0,0,39,0,0,0,976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06032",10119,0,9340,0,397,0,0,3461,0,0,0,96,0,0,0,0,0,0,0,0,0,9237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0
"S_06128",6861,0,5826,0,106,0,0,783,0,0,0,0,0,0,0,0,0,0,0,0,0,2340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06224",6921,0,7428,0,115,0,0,1425,106,0,0,0,0,0,0,0,0,0,0,0,0,3295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06320",6089,0,5249,0,156,0,0,711,159,0,0,0,0,0,0,0,0,0,0,0,0,2417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06416",6860,0,6042,0,0,0,0,758,77,0,0,0,0,0,0,0,0,0,0,0,0,2927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06512",7845,0,4153,0,0,0,0,2669,0,0,0,0,0,0,0,0,0,0,0,0,0,3892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06608",7462,0,599,0,364,0,0,96,0,0,0,139,0,0,0,0,0,26,0,0,0,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06704",11468,0,7422,0,163,0,0,1374,0,0,0,0,0,0,0,0,0,23,0,0,0,3944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0
"S_06800",8656,0,1597,0,546,0,0,89,16,0,0,133,0,0,0,0,0,16,0,0,0,842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06896",13207,0,5997,0,267,0,0,2501,245,0,0,0,0,0,0,0,0,0,0,0,0,2273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06992",12889,0,7134,0,333,0,0,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,3745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0
"S_07088",7184,0,7093,0,76,0,0,1453,0,0,0,0,0,0,0,0,0,0,0,0,0,1814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0
"S_07184",12796,0,2935,0,116,0,0,2375,0,0,0,0,0,0,0,0,0,0,0,0,0,869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,0,0,0
"S_07280",8136,0,1431,0,342,0,0,427,0,0,0,0,0,0,0,0,0,0,0,0,0,1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0
"S_07376",5428,0,669,0,168,0,0,684,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07472",13951,0,3858,0,242,0,0,2738,433,0,0,111,0,0,0,0,0,0,0,0,0,1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07568",19974,0,1865,0,287,0,0,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1234,0,0,0
"S_07664",10615,0,892,0,0,0,0,646,676,0,0,0,0,0,0,0,0,23,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07760",9722,0,4738,0,238,0,0,1204,0,0,0,86,0,0,0,0,0,0,0,0,0,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07856",6573,0,1850,0,236,0,0,77,0,0,0,167,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07952",13407,0,3529,0,243,0,0,1291,0,0,0,95,0,0,0,0,0,0,0,0,0,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08048",14856,0,2427,0,167,0,0,1227,0,0,0,83,0,0,0,0,0,0,0,0,0,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08144",13505,0,3458,0,125,0,0,2095,0,0,0,52,0,0,0,0,0,0,0,0,0,934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,0,0,0
"S_08240",16919,0,5831,0,153,0,0,2680,0,0,0,74,0,0,0,0,0,0,0,0,0,1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,0,0
"S_08336",14249,0,5946,0,92,0,0,1767,0,0,0,63,0,0,0,0,0,0,0,0,0,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0
"S_08432",16727,0,5589.5,0,118.5,0,0,3060,0,0,0,74,0,0,0,0,0,0,0,0,0,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.5,0,0,0
"S_08528",19205,0,5233,0,145,0,0,4353,0,0,0,85,0,0,0,0,0,0,0,0,0,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,0,0,0
"S_08624",20872,0,7635,0,209,0,0,3632,0,0,0,76,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08720",16552,0,5389,0,64,0,0,3816,0,0,0,0,0,0,0,0,0,0,0,0,0,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08816",12304,0,2769,0,79,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08912",9936,0,3186,0,41,0,0,2674,0,0,0,0,0,0,0,0,0,11,0,0,0,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0
"S_09008",9802,0,2940,0,0,0,0,963,0,0,0,0,0,0,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0
"S_09104",10266,0,1589,0,72,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09200",9497,0,1462,0,37,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09296",13429,0,3573,0,151,0,0,859,0,0,0,0,0,0,0,0,0,0,0,0,0,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09392",9526,0,1978,0,53,0,0,298,0,0,0,0,0,0,0,0,0,45,0,0,0,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09488",10216,0,2979,0,0,0,0,434,0,0,0,0,0,0,0,0,0,0,0,0,0,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
"S_09584",12486,0,4308,0,0,0,0,358,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09680",10181,0,4201,0,0,0,0,1433,186,0,0,0,0,0,0,0,0,30,0,0,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09776",11524,0,4659,296,65,0,0,289,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09809",10816,0,4908,210,65,0,0,196,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09968",6672,0,101,193,0,0,0,15,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10064",11525,0,4158,348,87,0,0,271,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10160",11609,0,3867,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10256",12530,0,3796,258,83,0,0,284,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
