"","X_0001","X_0002","X_0004","X_0005","X_0006","X_0007","X_0008","X_0009","X_0010","X_0011","X_0012","X_0013","X_0015","X_0017","X_0018","X_0019","X_0023","X_0025","X_0026","X_0031","X_0034","X_0036","X_0037","X_0040","X_0041","X_0043","X_0051","X_0064","X_0067","X_0073","X_0075","X_0077","X_0086","X_0097","X_0099","X_0101","X_0117","X_0118","X_0119","X_0138","X_0150","X_0161","X_0171","X_0209","X_0226","X_0316","X_0365"
"S_01294",0,0,0,0,0,2544,2026,0,592,0,738,0,2474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,89,0,0,0
"S_01390",0,0,0,0,0,3515,915,0,727,0,324,0,2035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,63,0,0,0
"S_01486",0,0,0,0,0,8371,10648,0,2038,0,3003,0,24000,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,367,0,0,0,0,0,0,0,0
"S_01582",0,0,0,0,0,6303,1891,0,1895,0,115,0,2806,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0
"S_01678",0,0,0,0,0,12136,4037,0,5624,0,552,0,13855,0,0,0,0,0,0,0,0,0,0,0,0,568,0,0,0,0,0,0,0,0,0,0,0,0,311,0,0,0,0,156,0,0,0
"S_01774",0,0,0,0,0,7294,2658,0,2462,0,303,0,7269,0,0,0,0,0,0,0,0,0,0,0,0,641,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0
"S_01870",0,0,0,0,0,5336,2431,0,8758,0,366,0,14397,0,0,0,0,0,0,0,0,0,0,0,0,1421,0,0,0,0,0,0,0,0,0,0,0,0,391,0,0,0,0,0,196,0,0
"S_01966",0,0,0,36,0,7227,3562,0,2505,0,0,0,10350,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0
"S_02062",0,0,70,1303,0,6880,3164,0,2693,0,180,0,11830,0,0,0,0,0,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,35,0,0
"S_02158",0,0,3029,3072,0,3147,3475,0,3930,0,136,0,9721,44,0,0,0,0,0,0,0,0,0,0,0,1085,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,114,61,0,0
"S_02254",0,0,2650,3324,0,2034,1716,0,2324,0,102,0,3167,83,39,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,55,47,0,0
"S_02350",0,0,4101,1067,0,3736,552,0,4054,0,0,0,2734,178,94,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,131,0,0,0,0,0,0,0,112,0,0,0,0,0,37,0,0
"S_02446",0,0,10066,6780,0,4939,2405,0,4708,0,159,0,8903,339,332,0,0,0,0,0,0,0,0,0,0,397,0,0,0,0,246,0,0,0,0,0,0,0,94,0,0,0,0,0,65,0,0
"S_02542",0,0,5386,2430,0,2788,1684,0,2656,0,57,0,4027,235,120,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,138,0,0,0,0,0,0,0,51,0,0,0,0,42,15,0,0
"S_02638",0,0,3543,615,0,2338,361,0,4504,0,0,0,1990,563,143,0,0,0,107,0,0,0,0,0,0,88,0,0,0,0,104,0,0,0,0,0,0,0,36,0,0,0,0,62,23,0,0
"S_02734",0,0,5216,976,0,2206,463,0,5698,0,0,0,3078,643,334,0,0,0,179,0,0,0,0,0,0,93,0,0,0,0,253,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0
"S_02830",0,0,4320,1735,0,2852,403,0,4450,0,0,0,1865,658,459,0,0,0,334,0,0,0,0,0,0,170,0,0,0,0,323,0,0,0,0,0,0,0,96,0,0,0,0,0,45,0,0
"S_02926",0,0,5368,2166,0,2411,317,0,5769,0,0,0,1996,922,381,0,0,0,415,0,0,0,0,0,0,97,0,0,0,0,474,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0
"S_03022",0,0,5579,1360,0,2037,328,0,5717,0,0,0,2308,984,279,0,0,0,530,0,0,0,0,0,0,77,0,0,0,0,498,0,81,0,0,0,0,0,154,0,0,0,0,146,0,0,0
"S_03118",0,0,7538,6445,0,2474,1324,0,6387,0,0,0,5896,443,592,0,0,0,457,0,0,0,0,0,0,168,0,0,0,0,592,0,154,0,0,0,0,0,231,0,0,0,0,135,34,0,0
"S_03214",0,0,9752,5019,0,1362,2247,0,5176,0,0,0,6088,1852,170,0,0,0,586,0,0,0,0,0,0,150,0,0,0,0,1137,0,191,0,0,0,0,0,225,0,0,0,0,0,0,0,0
"S_03310",0,0,3673,3698,0,1533,385,0,5948,0,0,0,1143,1395,580,0,0,0,949,0,0,0,0,0,0,49,0,0,0,0,487,0,101,0,0,0,0,0,97,0,0,0,0,0,20,0,0
"S_03406",0,0,7013,6739,0,1350,1115,0,4894,0,0,0,3754,389,419,0,0,0,495,0,0,0,0,0,0,90,0,0,0,0,619,0,107,0,0,0,0,0,209,0,0,0,0,0,0,0,0
"S_03502",0,0,12690,14005,0,2861,2454,0,17657,0,0,0,5793,849,1442,0,0,0,2222,0,0,0,0,0,0,116,0,0,0,0,1373,0,326,0,0,0,0,0,407,0,0,0,0,0,0,0,0
"S_03598",0,0,4483,3051,0,703,383,0,5116,0,0,0,1616,1313,729,0,0,0,782,0,0,0,0,0,0,59,0,0,0,0,567,0,112,0,0,0,0,0,119,0,0,0,0,73,16,0,0
"S_03694",366,0,6555,3380,0,1247,371,0,6977,0,0,0,1980,1896,454,0,0,0,1321,0,0,0,0,0,0,37,0,0,0,0,807,0,334,0,0,0,0,0,209,0,0,0,0,0,0,0,0
"S_03790",0,0,14572,19849,0,2046,2061,0,12902,0,0,0,4696,1170,1170,0,0,0,1612,0,0,0,0,0,0,155,0,0,0,0,1317,0,707,0,0,0,0,0,420,0,0,0,0,0,37,0,0
"S_03886",0,0,9993,14702,0,1016,1218,0,8643,0,0,0,3375,714,714,0,0,0,993,0,0,0,0,0,0,47,0,0,0,0,659,0,233,0,0,0,0,0,186,0,0,0,0,0,0,0,0
"S_03982",0,0,3638,1992,0,541,287,0,4745,0,0,0,1526,1156,391,0,0,0,803,0,0,0,0,0,0,33,0,0,0,0,487,0,333,0,0,0,0,0,158,0,46,0,0,0,0,0,0
"S_04078",425,0,4779,4828,0,1115,283,0,8147,0,0,0,1047,1601,936,0,0,0,1577,0,0,0,0,0,0,12,0,0,0,0,788,0,560,0,0,0,0,0,234,0,117,0,0,0,0,0,0
"S_04174",0,0,2888,1454,0,447,145,0,5194,0,0,0,634,1060,353,0,0,0,769,0,0,0,0,0,0,0,0,0,0,0,488,0,343,0,0,0,0,0,62,0,177,0,0,0,0,0,0
"S_04270",0,0,7683,9599,0,491,1102,0,6635,0,0,0,4862,856,898,0,0,0,1737,0,0,0,0,0,0,0,0,0,0,0,635,0,174,0,0,0,0,0,497,0,204,0,0,0,0,0,0
"S_04366",456,0,5620,6219,0,618,354,0,6027,0,0,0,1122,1541,912,0,0,0,2009,0,0,0,0,0,0,0,0,0,0,0,666,0,168,0,0,0,0,0,390,0,336,0,0,0,42,0,0
"S_04462",0,0,7338,18561,0,1799,1622,0,12988,0,0,0,4260,949,2350,0,0,0,5153,0,0,0,0,0,0,0,0,0,0,0,2350,0,0,0,0,0,0,0,441,0,177,0,0,0,0,0,0
"S_04558",0,0,2471,10433,0,714,988,0,3679,0,0,0,2416,0,824,0,0,0,1867,0,0,0,0,0,0,0,0,0,0,0,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04654",0,0,2149,8856,4035,510,654,0,1975,0,0,0,1537,186,558,0,0,0,787,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,168,0,120,0,0,0,0,0,0
"S_04750",0,0,268,3952,255,287,81,0,2381,0,0,0,565,329,458,0,0,0,1123,0,0,0,0,0,0,0,0,0,0,0,365,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
"S_04846",0,0,589,5508,9411,237,387,0,3108,0,0,0,708,387,308,0,0,0,813,0,0,0,0,0,0,0,0,0,0,0,330,0,0,0,0,0,0,0,176,0,53,0,0,0,0,0,0
"S_04942",0,0,194,5251,11818,119,280,0,2232,0,0,0,458,447,313,0,0,0,825,0,0,0,0,0,0,0,0,0,0,0,356,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0
"S_05038",0,0,545,21744,31994,0,622,0,7488,0,0,0,1323,564,875,0,0,0,1653,0,0,0,0,0,0,0,0,0,0,0,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05134",0,0,428,1269,8395,144,158,0,2863,0,0,0,392,540,261,0,0,0,923,0,0,0,0,0,0,0,0,0,0,0,918,0,72,0,0,0,0,0,63,0,387,0,0,0,14,0,0
"S_05230",0,0,256,1208,8879,72,156,0,2543.5,0,0,0,347.5,417.5,247,0,0,0,910,0,0,0,0,0,0,0,0,0,0,0,876.5,0,56,0,0,0,0,0,31.5,0,277,0,0,0,7,0,0
"S_05326",0,0,84,1147,9363,0,154,0,2224,0,0,0,303,295,233,0,0,0,897,0,0,0,0,0,0,0,0,0,0,0,835,0,40,0,0,0,0,0,0,0,167,0,0,0,0,0,0
"S_05422",0,0,41,5511,16509,0,105,0,1706,0,0,0,392,152,281,0,0,0,976,0,0,0,0,0,0,0,0,0,0,0,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05518",0,0,0,4669,15574,0,196,0,2188,0,0,0,163,0,196,0,0,0,2057,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05614",0,0,0,2763,8179,58,137,0,1471,0,0,0,215,447,278,0,0,0,1938,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05710",0,0,0,7501,14725,0,152,0,2665,0,0,0,286,0,181,0,0,0,1847,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05806",0,0,0,5107,4524,86,91,0,4593,0,0,0,82,389,289,0,0,0,2245,0,0,0,0,0,0,0,0,0,0,0,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05902",0,0,0,3261,3429,0,295,0,3249,0,0,0,69,188,184,0,0,0,2180,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05998",0,0,0,2030,16570,0,0,0,1739,0,0,0,125,255,107,0,0,0,2102,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06094",0,0,0,849,8118,0,60,0,1159,0,0,0,43,213,100,0,0,0,1532,0,0,0,0,0,0,0,0,0,0,0,107,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06190",0,0,0,1108,8148,0,44,0,1335,0,0,0,0,196,70,0,0,0,1187,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06286",0,0,0,580,6202,0,0,0,1328,0,0,0,107,0,70,0,0,0,1264,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06382",0,0,0,906,7814,0,24,0,1993,0,0,0,46,187,104,0,0,0,1461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06478",0,0,0,4494,10369,0,0,0,953,0,0,0,55,122,59,0,0,0,974,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06574",0,0,0,4664,12640,103,0,0,6451,0,0,0,64,461,320,0,0,0,3761,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06670",0,0,0,4255.5,13059.5,82,0,0,5542,0,0,0,54.5,356.5,198.5,0,0,0,2576.5,539,0,0,0,0,0,0,0,0,0,0,0,0,79.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06766",0,0,0,3847,13479,61,0,0,4633,0,0,0,45,252,77,0,0,0,1392,399,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06862",0,0,0,9427,26550,0,120,0,2019,0,0,0,93,0,0,0,0,0,898,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06958",0,0,0,769,6718,0,0,0,1368,0,0,0,0,0,107,0,0,0,391,189,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07054",0,0,0,796,11768,0,0,0,311,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07150",0,0,0,5048,20756,0,0,0,993,0,0,0,22,0,61,0,0,0,210,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07246",0,0,0,9404,25177,0,0,0,4644,0,0,0,0,0,148,0,0,0,483,940,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07342",0,0,0,2919,13399,0,0,0,897,0,0,0,0,0,0,0,0,0,98,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07438",0,0,0,4805,27023,0,0,0,2782,0,0,0,58,0,122,0,0,0,600,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07534",0,0,0,12081,38597,0,0,0,1244,0,0,0,0,0,0,0,0,0,261,180,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07630",0,0,0,9326,27651,0,0,0,1189,0,0,0,54,0,0,0,0,0,217,288,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07726",0,0,0,3511,16289,0,0,0,1078,0,0,0,0,0,0,0,0,0,214,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07822",0,0,0,3447,22735,0,0,0,2180,0,0,0,0,0,83,0,0,0,259,442,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07918",0,0,0,3752,20618,0,0,0,1882,0,0,0,58,0,69,0,0,0,341,473,0,0,375,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08014",0,0,0,3202,16272,0,0,0,1522,0,0,0,51,0,77,0,0,0,369,369,0,0,352,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08110",0,0,0,1311,15971,0,0,0,1139,0,0,0,43,0,86,0,0,0,367,578,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08206",0,0,0,577,11510,0,0,0,1036,0,0,0,40,0,0,0,0,0,221,680,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08302",0,0,0,730,11969,0,0,0,1333,0,0,0,21,0,31,0,0,0,244,2126,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08398",0,0,0,1525.5,17082,0,0,0,1280,0,0,0,30,0,54.5,0,0,0,256,1414.5,0,0,0,0,0,0,0,0,0,0,0,0,78.5,0,0,0,0,0,0,159,0,0,0,0,0,0,0
"S_08494",0,0,0,2321,22195,0,0,0,1227,0,0,0,39,0,78,0,0,0,268,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,0,0,0,0,0,0,0
"S_08590",0,0,0,760,19265,0,0,0,1893,0,0,0,0,0,0,0,0,0,473,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08686",0,0,0,1931,35064,0,0,0,0,0,0,0,0,0,0,0,0,0,300,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08782",0,0,0,4114,32975,0,0,0,2469,0,0,0,41,0,91,0,0,0,264,2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08878",0,0,0,1107,13272,0,0,0,626,0,0,0,31,0,28,0,0,0,201,654,0,0,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0
"S_08974",0,0,0,313,6815,0,30,0,604,0,0,0,9,0,17,0,0,0,63,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0
"S_09070",0,0,0,2576,19578,0,14,0,932,0,0,0,0,0,85,0,0,0,71,2246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09166",0,0,0,2690,16964,0,0,0,1143,0,0,0,0,0,58,0,0,0,75,1813,0,0,428,0,0,0,0,0,0,0,0,0,0,0,0,0,545,0,0,108,0,0,0,0,0,0,0
"S_09262",0,0,0,9842,32389,0,0,0,2129,0,0,0,0,0,118,0,0,0,237,6846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1826,197,0,486,0,0,0,0,0,0,0
"S_09358",0,0,0,2615,16346,0,0,0,876,0,0,0,0,0,100,0,0,0,139,2643,0,0,454,0,0,0,0,0,0,0,0,0,0,0,0,0,682,0,0,0,0,0,0,0,0,0,0
"S_09454",0,0,0,3810,24534,0,0,0,1655,0,0,0,0,0,148,0,0,0,203,3930,0,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0
"S_09550",0,0,0,2974,23562,0,0,0,1719,0,0,0,0,0,118,0,0,0,200,5356,0,0,555,0,0,0,0,0,0,0,0,0,0,0,0,0,1319,0,0,155,0,0,0,0,0,0,0
"S_09646",0,0,0,685,11921,0,42,0,685,0,0,0,0,0,48,0,0,0,180,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0
"S_09742",0,0,0,10512,61426,0,0,0,3373,0,0,0,0,0,0,0,0,0,0,14984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706,0,0,0,0,0,0,0
"S_09843",0,0,0,3705,19479,0,0,0,1054,0,0,0,0,0,105,0,0,0,62,5227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1368,0,0,166,0,0,0,0,0,0,0
"S_09934",0,0,0,4537,3009,0,0,0,1255,0,0,0,0,0,231,0,0,0,343,7664,0,381,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,0,0,247,0,0,0,0,0,0,0
"S_10030",0,0,0,9174,33077,0,0,0,2988,0,0,0,0,0,454,0,0,0,158,8372,0,338,728,0,0,0,0,0,0,0,0,0,0,0,0,0,1974,0,0,581,0,0,0,0,0,0,0
"S_10126",0,0,0,8187.5,27018.5,0,0,0,2122.5,0,0,0,0,0,376.5,0,0,0,79,7883,0,353.5,557.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1954,0,0,435.5,0,0,0,0,0,0,0
"S_10222",0,0,0,7201,20960,0,0,0,1257,0,0,0,0,0,299,0,0,0,0,7394,0,369,387,0,0,0,0,0,0,0,0,0,0,0,0,0,1934,0,0,290,0,0,0,0,0,0,0
"S_10318",0,0,0,11616.5,32463.5,0,0,0,1881,0,0,0,0,0,390.5,0,0,0,0,12669,0,570,1370,0,0,0,0,0,0,0,0,0,0,0,0,0,3409.5,0,0,564.5,0,0,0,0,0,0,0
"S_10414",0,0,0,16032,43967,0,0,0,2505,0,0,0,0,0,482,0,0,0,0,17944,0,771,2353,0,0,0,0,0,0,0,0,0,0,0,0,0,4885,0,0,839,0,0,0,0,0,0,0
"S_10510",0,0,0,16541,42144,0,0,0,3293,0,0,0,0,0,615,0,0,0,0,14540,0,585,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,3816,0,0,954,0,0,0,0,0,0,0
"1111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_00047",4489,0,0,0,0,0,0,6494,0,0,0,0,1005,0,0,106,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,0,1066,0,0,0,126,0,0,0,0,0,0,0
"S_00143",1612,0,0,0,0,0,0,11225,0,0,0,0,1194,0,0,135,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,81,0,0,0,0,575,0,0,0,0,0,0,0,0
"S_00239",530,0,0,0,0,0,213,9316,0,0,0,0,592,0,0,0,0,0,0,0,0,0,0,0,0,0,365,0,0,0,0,0,0,124,0,0,0,0,0,606,0,0,0,90,0,0,0
"S_00335",117,0,0,0,0,0,557,7584,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0
"S_00431",0,0,0,0,0,0,605,2456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0
"S_00527",218,0,0,0,0,0,1519,6958,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,57,605,0,0,0,0,0,0,0,0,0,0,0,23,233,0,0,0,0,0,0,0
"S_00623",77,0,0,0,0,0,1919,11306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00719",62,0,0,0,0,0,2905,13217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,156,0,0,0,0,0,10,0,31,0,0,0,0,0,0,0,0,0,0,0,0
"S_00815",0,0,0,0,0,0,3568,20872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,1422,0,0,0,0,0,107,0,0,0,0,0,54,0,0,0,0,0,0,0,0
"S_00911",0,0,0,0,0,0,4315,17007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,618,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01007",0,0,0,0,0,0,3527,17905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,611,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01103",0,0,0,0,0,0,3037,13515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,952,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01199",0,0,0,0,0,0,4847,8930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,171,0,0,0,0,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01295",0,0,0,0,0,0,5334,20951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,936,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01391",0,0,0,0,0,0,3157,11954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,655,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01487",0,0,0,0,0,0,5316,660,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,29,66,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01583",0,0,0,0,0,0,5444,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629,1154,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01679",128,0,0,0,0,0,6420,4955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,133,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01775",181,0,0,0,0,0,7179,3616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,119,0,0,0,0,0,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01871",315,0,0,0,0,190,12509,8918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,826,603,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01967",398,0,0,0,0,968,10778,8622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,431,0,0,0,0,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02063",652,0,0,0,0,2140,12388,7489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1086,249,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02159",326,0,0,251,0,3335,7504,7515,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,1235,382,0,0,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02255",1737,0,0,7258,0,26716,25982,45286,0,0,0,0,0,0,4671,0,0,0,0,0,0,0,0,0,0,10192,11235,0,0,0,0,0,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02351",283,0,0,919,0,2987,4048,12727,0,0,0,0,0,0,389,0,0,0,0,0,0,0,0,0,0,1361,1008,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02447",368,0,0,4078,0,2738,7845,5653,0,0,0,0,0,0,978,0,0,0,0,0,0,0,0,0,0,1353,3081,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02543",345,0,0,4466,0,2373,5326,5381,0,0,0,0,0,155,808,0,0,0,0,0,0,0,0,0,0,1012,1295,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02639",317,0,0,3296,0,2197,5717,15318,0,0,0,0,0,309,2476,0,0,0,0,0,0,0,0,0,0,1106,843,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02735",0,0,0,5969,0,2616,6401,20155,0,0,0,0,0,470,2540,0,0,0,0,0,0,0,0,0,0,1245,1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02831",0,0,0,14654,0,2751,4758,20554,0,0,0,0,0,865,3806,0,0,0,0,0,0,0,0,0,0,1419,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02927",355,0,0,12659,0,2766,3640,16902,0,0,0,0,0,804,3912,0,0,0,0,0,0,0,0,0,0,898,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03023",332,0,0,13148,0,1304,5608,24044,0,0,0,0,0,1363,6509,0,0,0,0,0,0,0,0,0,0,996,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03119",620,0,0,9394,0,792,5446,3876,0,0,0,0,0,1491,3155,0,0,0,0,0,0,0,0,0,0,490,1282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
