"","X_0001","X_0002","X_0004","X_0005","X_0006","X_0007","X_0008","X_0009","X_0010","X_0011","X_0012","X_0013","X_0015","X_0017","X_0018","X_0019","X_0023","X_0025","X_0026","X_0031","X_0034","X_0036","X_0037","X_0040","X_0041","X_0043","X_0051","X_0064","X_0067","X_0073","X_0075","X_0077","X_0086","X_0097","X_0099","X_0101","X_0117","X_0118","X_0119","X_0138","X_0150","X_0161","X_0171","X_0209","X_0226","X_0316","X_0365"
"S_03215",511,0,0,12154,0,1070,2715,5047,0,0,0,0,0,1054,4823,0,0,0,0,0,0,0,0,0,0,256,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03311",0,0,0,7819,0,686,3085,14757,0,0,0,0,0,979,3395,0,0,0,0,0,0,0,0,0,0,310,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03407",511,0,0,8692,0,344,3536,3568,0,0,0,0,0,888,3348,0,0,0,0,0,0,0,0,0,0,194,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03503",737,0,0,12147,0,643,3963,7718,0,0,0,0,0,1751,4026,0,0,0,0,0,0,0,0,0,0,284,347,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03599",626,0,0,11622,0,413,1593,20357,0,0,0,0,0,797,5221,0,0,0,0,0,0,0,0,0,0,242,441,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03695",741,0,0,13723,0,512,4718,30615,0,0,0,0,0,2265,7185,0,0,0,0,0,0,0,0,0,0,431,849,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03791",993,0,0,18524,0,264,3836,16290,0,0,0,0,0,2555,6215,0,0,0,0,0,0,0,0,0,0,216,328,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03887",683,0,0,12341,0,174,2610,10072,0,0,0,0,0,1874,5120,0,0,0,0,0,0,0,0,0,0,127,281,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03983",1097,0,0,16349,0,212,1929,30681,0,0,0,0,0,1787,6724,0,0,0,0,0,0,0,0,0,0,0,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04079",862,0,0,14180,0,0,1798,35478,0,0,0,0,0,1723,5882,0,0,0,0,0,0,0,0,0,0,112,450,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04175",610,0,0,8553,0,0,1279,19604,0,0,0,0,0,1244,4505,0,0,0,0,0,0,0,0,0,0,106,551,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04271",1015,0,0,14329,0,0,2060,15082,0,0,0,0,0,1568,5289,0,0,0,0,0,0,0,0,0,0,0,384,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04367",369,0,0,6527,0,0,995,12452,0,0,0,0,0,709,1930,0,0,0,0,0,0,0,0,0,0,0,362,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04463",690,0,0,10626,0,0,1350,12705,0,0,0,0,0,1551,3095,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04559",772,0,0,10504,0,0,1481,7227,0,0,0,0,0,1621,2449,0,0,0,0,0,0,0,0,0,0,0,330,0,0,0,0,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04655",498,0,0,17591,0,0,498,27818,0,0,0,0,0,692,2519,0,0,0,0,0,0,0,0,0,0,0,415,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04751",198,0,0,3552,0,0,297,824,0,0,0,0,0,759,546,0,0,0,0,0,0,17,0,0,0,0,34,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04847",217,0,0,9487,0,0,838,7223,0,0,0,0,0,1792,1830,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04943",207,0,0,5696,0,0,477,4631,0,0,0,0,0,803,1383,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05039",0,0,0,16427,0,0,460,18131,0,0,0,0,0,1346,2164,0,0,0,0,0,0,0,0,0,0,0,528,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05135",0,0,0,21168,0,0,822,38183,0,0,0,0,0,1961,2720,0,0,0,0,0,0,0,0,0,0,0,1096,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05231",0,0,0,16965,0,0,0,38444,0,0,0,0,0,0,1334,0,0,0,0,0,0,0,0,0,0,0,2223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05327",0,0,0,5572,0,0,0,23109,0,0,0,0,0,0,601,0,0,0,0,0,0,0,0,0,0,0,1803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05423",0,0,0,15312,0,0,324,11297,0,0,0,0,0,1554,1785,0,0,0,0,0,0,0,0,0,0,0,317,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05519",0,0,0,11123,0,0,251,10344,0,0,0,0,0,1407,1389,0,0,0,0,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05615",0,0,0,4633,0,0,144,1686,0,0,0,0,0,1383,347,0,0,0,0,0,0,0,531,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05711",0,0,0,8446,0,0,87,8019,0,0,0,0,0,919,903,0,0,0,0,0,0,0,0,0,0,0,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05807",0,0,0,3858,0,0,202,8411,0,0,0,0,0,1877,611,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05903",0,0,0,2455,0,0,144,6852,0,0,0,0,0,1607,588,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05999",0,0,0,15768,0,0,139,32565,0,0,0,0,0,1320,1306,0,0,0,0,0,0,0,0,0,0,0,959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06095",0,0,0,14107,0,0,0,30842,0,0,0,0,0,950,431,0,0,0,0,0,0,0,0,0,0,0,1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06191",0,0,0,16138,0,0,0,26890,0,0,0,0,0,988,741,0,0,0,0,0,0,0,0,0,0,0,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06287",0,0,0,11365,0,0,0,19106,0,0,0,0,0,688,236,0,0,0,0,0,0,0,0,0,0,0,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06383",0,0,0,16982,0,0,0,33424,0,0,0,0,0,1226,509,0,0,0,0,0,0,0,0,0,0,0,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06479",0,0,0,8984,0,0,41,15073,0,0,0,0,0,979,533,0,0,0,0,0,0,0,0,0,0,0,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06575",0,0,0,4171,0,0,27,10161,0,0,0,0,0,1157,336,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06671",0,0,0,15132,0,0,0,34380,0,0,0,0,0,1189,426,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06767",0,0,0,4188,0,0,28,12608,0,0,0,0,0,879,416,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06863",0,0,0,11360,0,0,0,19851,0,0,0,0,0,1518,676,0,0,0,0,0,0,0,0,0,0,0,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06959",0,0,0,10377,0,0,0,28650,0,0,0,0,0,1410,251,0,0,0,0,0,0,0,0,0,0,0,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07055",0,0,0,1644,0,0,0,14425,0,0,0,0,0,336,123,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07151",0,0,0,7146,0,0,38,7738,0,0,0,0,0,1638,504,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07247",0,0,0,6148,0,0,33,11744,0,0,0,0,0,1208,485,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07343",0,0,0,669,0,0,0,786,0,0,0,0,0,1026,44,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07439",0,0,0,6335,0,0,37,8574,0,0,0,0,0,768,372,0,0,0,0,0,0,0,0,0,0,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07535",0,0,0,18552,0,0,0,25116,0,0,0,0,0,9364,875,0,0,0,0,0,0,0,0,0,0,0,1663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07631",0,0,0,14468,0,0,0,14646,0,0,0,0,0,7234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07727",0,0,0,5136,0,0,35,7405,0,0,0,0,0,466,596,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07823",0,0,0,1577,0,0,26,2870,0,0,0,0,0,273,216,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07919",0,0,0,7532,0,0,32,13438,0,0,0,0,0,698,585,0,0,0,0,0,0,0,0,0,0,0,591,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08015",0,0,0,6724,0,0,0,8471,0,0,0,0,0,1081,571,0,0,0,0,0,0,0,0,0,0,0,429,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08111",0,0,0,8660,131,0,31,8926,0,0,0,0,0,1218,760,0,0,0,0,0,0,0,0,0,0,0,2693,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08207",0,0,0,18569,5024,0,0,38353,0,0,0,0,0,3112,2238,0,0,0,0,0,0,0,0,0,0,0,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08303",0,0,0,9260,6761,0,0,23004,0,0,0,0,0,1412,1080,0,0,0,0,0,0,0,0,0,0,0,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08399",0,0,0,7918.5,3431,0,0,15730,0,0,0,0,0,1391,1321.5,0,0,0,0,0,0,0,0,0,0,0,883,0,0,0,0,0,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08495",0,0,0,6577,101,0,0,8456,0,0,0,0,0,1370,1563,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08591",0,0,0,9771,12542,0,0,19536,0,0,0,0,0,1232,1903,0,0,0,0,0,0,0,0,0,0,0,1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08687",0,0,0,6094,2353,0,0,2822,0,0,0,0,0,1209,2280,0,0,0,0,0,0,0,0,0,0,0,1353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08783",0,0,0,3943,451,0,25,3149,0,0,0,0,0,956,1676,0,0,0,0,0,0,0,0,48,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08879",0,0,0,5159,4693,0,0,2962,0,0,0,0,0,778,2020,0,0,0,0,0,0,0,0,65,0,0,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08975",0,0,0,5203,12665,0,0,10182,0,0,0,0,0,515,1346,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09071",0,0,0,4103,1122,0,0,1497,0,0,0,0,0,402,1196,0,0,0,0,0,0,0,0,38,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09167",0,0,0,4732,635,0,0,2223,0,0,0,0,0,408,1211,0,0,0,0,0,0,0,0,66,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09263",0,0,0,2923,691,0,0,5390,0,0,0,0,0,424,1412,0,0,0,0,0,0,0,0,80,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09359",0,0,0,3239,2210,0,0,3412,0,0,0,0,0,839,1780,0,0,0,0,0,0,0,0,176,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09455",0,0,0,2922,2510,0,0,2997,0,0,0,0,0,711,1728,0,0,0,0,0,0,0,0,271,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09551",0,0,0,4159,3159,0,12,2259,0,0,0,0,0,697,2192,0,0,0,0,37,0,0,0,335,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09647",0,0,0,2755,22062,0,0,13814,0,0,0,0,0,499,814,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09743",0,0,0,1147,1092,0,0,702,0,0,0,0,0,601,846,0,0,0,0,67,0,0,0,299,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09842",0,0,0,1527,2858,0,0,418,0,0,0,0,0,361,678,0,0,0,0,76,0,0,0,158,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09935",813.5,0,12,2991.5,2441,0,15,525.5,0,0,0,0,0,433,916.5,237.5,0,0,0,63.5,0,0,0,303,0,0,117,0,32,0,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10031",1627,0,24,4456,2024,0,30,633,0,0,0,0,0,505,1155,475,0,0,0,51,0,0,0,448,0,0,0,0,64,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10127",0,0,0,1476,2111,0,10,694,0,0,0,0,0,462,1166,0,0,0,0,96,0,0,0,453,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10223",0,0,0,1018,1734,0,0,474,0,0,0,0,0,532,1164,0,0,0,0,81,0,0,0,937,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10319",0,0,0,2922,6321,0,0,1454,0,0,0,0,0,912,3093,0,0,0,0,165,0,0,0,3965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10415",0,0,0,3536,7553,0,0,792,0,0,0,0,0,336,2056,0,0,0,0,144,0,0,372,2696,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10511",0,0,0,6873,11676,0,0,2402,0,0,0,0,0,1520,3706,0,0,0,0,414,0,0,0,15652,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_00048",0,0,0,0,0,0,36,0,0,0,0,0,427,4475,0,1518,0,210,0,0,0,0,0,0,0,0,0,0,0,0,108,0,340,318,0,2943,0,0,0,0,0,0,0,0,0,0,0
"S_00144",0,0,0,0,0,0,0,0,0,0,0,0,1246,6590,0,10606,0,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,76,0,118,0,0,0,0,1385,0,0,0,0,0,0
"S_00240",0,0,0,0,0,0,0,0,0,0,0,0,879,11300,0,7901,0,1226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786,0,0,0,0,0,0,994,1002,0,0,0,0,0,0
"S_00336",0,0,0,0,0,0,34,0,0,0,0,0,2090,8146,0,1966,0,1892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754,0,0,0,0,0,0,0,365,0,0,0,0,0,0
"S_00432",0,0,0,0,0,0,129,0,0,0,0,0,3697,8891,0,2479,0,4255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,0,0,0,0,0,0,0,94,0,0,0,0,0,0
"S_00528",0,0,0,0,0,0,0,0,0,0,0,0,1733,5843,0,5820,0,2216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744,0,0,0,0,0,0,0,445,0,0,0,0,0,0
"S_00624",0,0,249,0,0,0,200,0,0,0,0,0,330,8244,0,9387,0,1808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,96,0,0,0,0,0,0
"S_00720",0,0,674,0,0,0,322,0,0,0,0,0,467,6436,0,7665,0,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,119,0,0,0,0,0,0
"S_00816",0,0,1330,0,0,0,1175,0,0,0,0,0,662,9163,0,7209,0,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,112,0,0,0,0,0,0
"S_00912",0,0,1750,0,0,0,1071,0,0,0,0,0,803,6810,0,11229,0,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0
"S_01008",0,0,2029,0,0,0,1580,0,0,0,0,0,755,8403,0,8441,0,852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,51,0,0,0,0,0,0
"S_01104",0,0,2440,0,0,0,1196,0,0,0,0,0,1555,7386,0,7907,72,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,53,0,0,0,0,0,0
"S_01200",0,0,5184,0,0,107,1012,0,0,0,0,0,8313,11373,0,8480,1667,5245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,0,0,0,0,0,0,0
"S_01296",0,0,1903,0,0,0,519,0,0,0,0,0,1730,4095,0,5595,404,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0
"S_01392",0,0,2469,0,0,0,524,0,0,0,0,0,1572,5502,0,5603,771,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0
"S_01488",0,0,6290,0,0,87,704,0,0,0,0,0,3718,6299,0,617,6464,956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582,0,0,0,0,0,0,0
"S_01584",0,0,4154,0,0,173,1258,0,0,0,0,0,2042,11413,0,3919,2759,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,66,0,0,0,0,0,0
"S_01680",0,0,11439,0,0,467,685,0,0,0,0,0,13712,7938,0,3175,10350,1619,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,872,0,0,0,0,0,0,0
"S_01776",0,0,7303,0,0,1418,1528,0,0,0,0,0,7672,5290,0,2821,5862,2014,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,831,0,0,0,0,0,0,0
"S_01872",0,0,9126,0,0,1474,1366,0,0,0,0,0,12762,4956,0,5698,7932,1330,0,0,0,0,0,0,0,1031,0,0,0,0,0,0,0,0,0,0,0,0,0,724,99,0,0,0,0,0,0
"S_01968",0,0,11183,0,0,1882,3223,0,0,0,0,0,10146,6525,0,5831,10729,1348,0,0,0,0,0,0,0,1643,0,0,0,0,0,0,0,0,0,0,0,0,0,766,96,0,0,0,0,0,0
"S_02064",0,0,9111,0,0,1005,1793,0,0,0,0,0,8283,3319,0,3359,4491,0,0,0,0,0,0,0,0,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,325,0,0,0,0,0,0,0
"S_02160",0,0,9273,0,0,1229,4049,0,0,0,0,0,5985,2649,75,4283,4668,611,0,0,0,0,0,0,0,1586,0,0,0,0,0,0,0,0,0,0,0,0,0,456,99,0,0,0,0,0,0
"S_02256",0,0,15472,138,0,4322,5452,0,0,0,0,0,13085,5845,884,8330,4705,835,0,0,0,0,0,0,0,3006,0,0,0,0,1110,0,0,0,0,0,0,0,0,1523,147,0,0,0,0,0,0
"S_02352",0,0,8461,14,0,828,1546,0,0,0,0,0,1427,4243,124,8209,1484,76,0,0,0,0,0,0,0,133,0,0,0,0,81,0,0,0,0,0,0,0,0,243,109,0,0,0,0,0,0
"S_02448",0,0,10940,348,0,623,3016,0,0,0,0,0,3319,1443,736,14119,1808,157,0,0,0,0,0,0,0,927,0,0,0,0,73,0,0,0,0,0,0,0,0,595,157,0,0,0,0,0,0
"S_02544",64,0,4847,1401,0,1718,4402,0,0,0,0,0,2284,3564,1191,1744,1220,137,0,0,0,0,0,0,0,664,0,0,0,0,229,0,0,0,0,0,0,0,0,416,44,0,0,0,0,0,0
"S_02640",111,0,5245,490,0,917,2477,0,0,0,0,0,831,5225,551,4821,1016,61,0,0,0,0,0,0,0,350,0,0,0,0,373,0,0,0,0,0,0,0,0,678,134,0,0,0,0,0,0
"S_02736",230,0,6551,1275,0,721,2251,0,0,0,0,0,760,3788,876,3904,823,0,0,0,0,0,0,0,0,526,0,0,0,0,403,0,0,0,0,0,0,0,0,509,226,0,0,265,0,0,0
"S_02832",519,0,9215,2149,0,766,1779,0,0,0,0,0,1112,2940,1383,4595,1013,0,0,0,0,0,0,0,0,519,0,0,0,0,469,0,0,0,0,0,0,0,0,0,371,0,0,0,0,0,0
"S_02928",972,0,7655,2447,0,1013,2858,0,0,0,0,0,488,3866,1573,2005,468,36,0,0,0,0,0,0,0,452,0,0,0,0,488,0,0,0,0,0,0,0,0,0,334,0,0,0,0,0,0
"S_03024",2754,0,10430,3100,0,1037,2597,0,0,0,0,0,1047,4650,2147,2576,513,0,0,0,0,0,0,0,0,398,0,0,0,0,639,0,304,0,0,0,0,0,0,0,639,0,0,0,0,0,0
"S_03120",3358,0,6867,10453,0,1565,4363,0,0,0,0,0,3476,3019,3750,287,300,0,0,0,0,0,0,0,0,280,0,0,0,0,1089,0,248,0,0,0,0,0,0,0,124,0,0,150,0,0,0
"S_03216",2442,0,5771,5236,0,431,2809,0,0,0,0,0,4414,2514,894,120,144,0,0,0,0,0,0,0,0,152,0,0,0,0,926,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03312",1355,0,3680,999,0,344,1165,0,0,0,0,0,263,1901,570,303,97,0,0,0,0,0,0,0,0,166,0,0,0,0,607,0,133,0,0,0,0,0,0,0,380,0,0,0,0,0,0
"S_03408",4853,0,7026,7394,0,762,1904,0,0,0,0,0,2141,854,2285,66,85,0,0,0,0,0,0,0,0,0,0,0,0,0,821,0,177,0,0,0,0,0,0,0,79,0,0,0,0,0,0
"S_03504",8572,0,6414,11237,0,1146,3065,0,0,0,0,0,1714,2665,3571,0,107,53,231,0,0,0,0,0,0,0,0,0,0,0,1359,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03600",7202,0,5752,2665,0,451,627,0,0,0,0,0,686,1627,1529,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,0,157,0,0,0,0,0,0,0,372,0,0,0,0,0,0
"S_03696",8657,0,6062,3483,0,725,758,0,0,0,0,0,500,2494,1500,73,39,0,185,0,0,0,0,0,0,73,0,0,0,0,584,0,129,0,0,0,0,0,0,0,320,0,0,0,0,0,0
"S_03792",11631,0,9927,12993,0,1525,1876,0,0,0,0,0,1970,2509,6124,0,77,0,471,0,0,0,0,0,0,0,0,0,0,0,1987,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03888",20988,0,14098,18140,0,2115,2829,0,0,0,0,0,2641,4540,9963,0,0,0,761,0,0,0,0,0,0,66,0,0,0,0,2895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03984",10734,0,4681,3947,0,530,326,0,0,0,0,0,1053,1273,1197,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0
"S_04080",16243,0,3696,6912,0,627,627,0,0,0,0,0,782,3525,2899,0,0,0,334,0,0,0,0,0,0,0,0,0,0,0,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04176",10558,0,4052,2938,0,343,324,0,0,0,0,0,906,1451,1291,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,692,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0
"S_04272",9165,0,6402,7868,0,252,728,0,0,0,0,0,1125,933,1965,0,0,33,364,0,0,0,0,0,0,0,0,0,0,0,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04368",10719,0,7136,2866,0,0,0,0,0,0,0,0,1284,0,1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537,0,0,0,0,0,0,0,0,0,597,0,0,0,0,0,0
"S_04464",9345,0,2981,6372,0,188,729,0,0,0,0,0,328,770,1671,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04560",9775,0,3841,7742,0,0,880,0,0,0,0,0,392,1058,1594,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04656",6715,0,2271,4761,0,180,342,0,0,0,0,0,332,429,1636,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04752",7365.5,0,2226,4963,0,185,347,0,0,0,0,0,289.5,749,2053.5,0,0,0,299,0,0,0,0,0,0,0,0,0,0,0,517.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04848",8016,0,2181,5165,0,190,352,0,0,0,0,0,247,1069,2471,0,0,0,371,0,0,0,0,0,0,0,0,0,0,0,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04944",6330,0,1179,3939,0,130,243,0,0,0,0,0,308,689,1799,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05040",14160,0,1952,8845,0,177,390,0,0,0,0,0,568,1464,2750,0,0,0,417,0,0,0,621,0,0,0,0,0,0,0,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
