"","X_0002","X_0004","X_0007","X_0008","X_0010","X_0015","X_0017","X_0018","X_0019","X_0024","X_0026","X_0032","X_0038","X_0039","X_0040","X_0051","X_0054","X_0074","X_0076","X_0101","X_0143","X_0179","X_0181","X_0190","X_0198","X_0265","X_0312","X_0355"
"S_09098",7109,0,0,0,347,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09194",5321,0,0,0,467,0,0,0,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09290",10759,0,0,0,395,0,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09386",6495,0,0,0,1254,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09482",7215,0,0,0,1966,0,0,0,0,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09578",3768,0,0,0,1974,0,0,0,0,813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09674",8878,0,0,0,626,0,0,0,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09770",9240,0,0,0,2170,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09815",6050,0,0,0,991,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09962",5252,0,0,0,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10058",10499,0,0,0,2997,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10154",7498,0,0,0,3319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10250",9128,0,0,0,3064,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10346",6674,0,0,0,5840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10442",6553,0,0,0,5501,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10538",14360,0,0,0,6197,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_00075",10331,0,0,0,0,0,0,0,0,236,0,0,1824,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0
"S_00171",5346,0,0,0,0,0,0,0,0,570,0,0,4458,0,0,0,0,0,0,0,106,0,0,295,0,0,0,0
"S_00267",4546.5,0,0,0,0,0,0,0,0,686.5,0,0,4280.5,0,0,0,0,0,0,0,53,0,0,193,0,0,0,0
"S_00363",3747,0,0,0,0,0,0,0,0,803,0,0,4103,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0
"S_00459",2362,0,0,0,0,0,0,0,0,1241,0,0,4362,0,0,0,0,0,0,0,46,0,0,39,0,0,0,0
"S_00555",2868,0,0,0,0,0,0,0,0,721,0,0,4028,0,0,0,0,0,0,0,101,0,0,86,0,0,0,0
"S_00651",3353,0,0,0,0,0,0,0,0,463,0,0,1629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00747",3241,0,0,0,0,0,0,0,0,429,0,0,1654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00843",6680,0,0,0,0,0,0,0,0,1656,0,0,3777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00939",4867,0,0,0,0,0,0,0,0,835,0,0,2493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01035",5373,0,0,0,0,0,0,0,0,1825,0,0,1888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01131",4432.5,0,0,0,0,0,0,0,0,3532,0,0,3315,0,0,0,10.5,0,0,0,0,0,0,0,0,0,15.5,0
"S_01227",3492,0,0,0,0,0,0,0,0,5239,0,0,4742,0,0,0,21,0,0,0,0,0,0,0,0,0,31,0
"S_01323",4943,0,0,0,0,0,0,0,0,2433,0,0,2196,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0
"S_01419",3623,0,0,0,0,0,0,0,0,901,0,0,1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01515",4361.5,0,0,0,0,0,0,0,0,1438,0,0,1410.5,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0
"S_01611",5100,0,0,0,0,0,0,0,0,1975,0,0,1717,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0
"S_01707",4606,0,0,0,0,0,0,0,0,4362,0,0,3883,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0
"S_01803",4546,0,0,0,0,0,0,0,0,4773.5,0,0,3541,0,0,0,0,0,0,0,0,0,0,0,0,20.5,23,0
"S_01899",4486,0,0,0,0,0,0,0,0,5185,0,0,3199,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0
"S_01995",4648,0,0,0,0,0,0,0,0,6018,0,0,2832,0,0,0,0,0,0,0,42,0,0,0,0,0,33,0
"S_02091",1732,0,0,0,0,0,0,0,0,3328,0,0,1293,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0
"S_02187",3751,0,0,0,0,0,0,0,0,5885,0,0,1884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02283",5773,0,0,0,0,0,0,0,0,3487,0,0,2145,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0
"S_02379",6714,0,0,0,0,0,0,0,0,3389,0,0,2425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02475",6141,0,0,0,0,0,0,0,0,5263,0,0,1583,0,0,0,0,0,0,0,0,0,0,0,0,85,48,0
"S_02571",4221,0,0,0,0,0,0,0,0,2837,0,0,1882,0,0,0,0,0,0,0,0,0,0,0,0,59,37,0
"S_02667",5912,0,0,0,0,0,0,0,0,2744,0,0,1804,0,0,0,0,0,0,0,0,0,0,0,0,163,23,0
"S_02763",6704,0,0,0,0,0,0,0,0,2190,0,0,1829,0,0,0,0,0,0,0,0,0,0,0,0,104,12,0
"S_02859",8511,0,0,0,0,0,0,0,0,3823,0,0,1331,0,0,0,0,0,0,0,0,0,0,0,0,160,49,0
"S_02955",5841,0,0,0,0,0,0,0,0,1333,0,0,995,0,0,0,0,0,0,0,0,0,0,0,0,97,52,0
"S_03051",7180,0,0,0,0,0,0,0,0,3370.5,0,0,785,0,0,0,0,0,0,0,0,0,0,0,0,111,67.5,0
"S_03147",8519,0,0,0,0,0,0,0,0,5408,0,0,575,0,0,0,0,0,0,0,0,0,0,0,0,125,83,0
"S_03243",6918,0,0,0,0,0,0,0,0,4702,0,0,555,0,0,0,0,0,0,0,0,0,0,0,0,113,78,0
"S_03339",6679,0,0,0,0,0,0,0,0,3800,0,0,414.5,0,0,0,0,0,0,0,0,0,0,0,0,121.5,77.5,0
"S_03435",6440,0,0,0,0,0,0,0,0,2898,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,130,77,0
"S_03531",10062,0,0,0,0,0,0,0,0,5943,0,0,356,0,0,0,0,0,0,0,74,0,0,0,0,128,70,0
"S_03627",6592,0,0,0,0,0,0,0,0,2549,0,0,326,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0
"S_03723",9814,0,0,0,0,0,0,0,0,3609,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,86,45,0
"S_03819",11440,0,0,0,0,0,0,0,0,4998,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0
"S_03915",8776,0,0,0,0,0,0,0,0,4128,0,0,145,0,0,0,0,0,0,0,47,0,0,0,0,0,28,0
"S_04011",6216,0,0,0,0,0,0,0,0,1533,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
"S_04107",4998,0,0,0,0,0,0,0,0,1295,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04203",8710.5,0,0,0,0,0,0,0,0,2520,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04299",12423,0,0,0,0,0,0,0,0,3745,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04395",7228,0,0,0,0,0,0,0,0,1753,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04491",7633,0,0,0,0,0,0,0,0,5020,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0
"S_04587",7400.5,0,0,0,0,0,0,0,0,4448.5,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
"S_04683",7168,0,0,0,0,0,0,0,0,3877,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
"S_04779",5993,0,0,0,0,0,0,0,0,3855,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04875",7405,0,0,0,0,0,0,0,0,2955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04971",9250.5,0,0,0,0,0,0,0,0,2997.5,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0
"S_05067",11096,0,0,0,0,0,0,0,0,3040,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
"S_05163",5905,0,0,0,0,0,0,0,0,1279,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05259",6963,0,0,0,0,0,0,0,0,1333,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05355",7577,0,0,0,0,0,0,0,0,1012,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05451",11002,0,0,0,0,0,0,0,0,3169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05547",9106,0,0,0,0,0,0,0,0,2480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05643",7054,0,0,0,0,0,0,0,0,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05739",10538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05835",18721,0,0,0,0,0,0,0,0,2261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05931",18803,0,0,0,0,0,0,0,0,1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06027",7779,0,0,0,0,0,0,0,0,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06123",7355.5,0,0,0,0,0,0,0,0,627,0,0,34.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06219",6932,0,0,0,0,0,0,0,0,835,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06315",5795,0,0,0,0,0,0,0,0,616,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06411",7456,0,0,0,0,0,0,0,0,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06507",12174,0,0,0,0,0,0,0,0,1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06603",16892,0,0,0,0,0,0,0,0,1646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06699",9556,0,0,0,0,0,0,0,0,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06795",21444,0,0,0,0,0,0,0,0,1114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06891",12038,0,0,0,0,0,0,0,0,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06987",8196,0,0,0,0,0,0,0,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07083",157075,0,0,0,0,0,0,0,0,4091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07179",18797,0,0,0,0,0,0,0,0,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07275",21313,0,0,0,0,0,0,0,0,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07371",12441,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07467",19724,0,0,0,0,0,0,0,0,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07563",31802,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07659",22101,0,0,0,0,0,0,0,0,159,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07755",12400,0,0,0,0,0,0,0,0,159,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07851",13635,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07947",14091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08043",13326,0,0,0,0,0,0,0,0,40.5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08139",12561,0,0,0,0,0,0,0,0,81,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08235",7802,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08331",8283,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08427",13178.5,0,0,0,33.5,0,0,0,0,45,0,0,60.5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
"S_08523",18074,0,0,0,67,0,0,0,0,90,0,0,75,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
"S_08619",8839,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08715",17878,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08811",24447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08907",13350,0,0,0,97,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09003",5580,0,0,0,62,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09099",8140,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09195",11145,0,0,0,341.5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09291",14150,0,0,0,495,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09387",12580,0,0,0,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09483",19391,0,0,0,1419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09579",14110.5,0,0,0,820.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09675",8830,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09771",14184,0,0,0,976,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09814",11654,0,0,0,1141,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_09963",9913,0,0,0,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10059",10875,0,0,0,1424.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10155",11837,0,0,0,1923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10251",9454,0,0,0,2118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10347",21878,0,0,0,5462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10443",13659,0,0,0,3989,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_10539",25801,0,0,0,12148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_00076",11528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00172",11528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00268",9432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,0,0,0,0,0,0,0,0,0,0
"S_00364",6356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00460",7955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00556",9554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00652",7825.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00748",6097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00844",7657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_00940",9217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01036",10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01132",6836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797,0,0,0,0,0,0,0,0,0,0
"S_01228",8459.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398.5,0,0,0,0,0,0,0,0,0,0
"S_01324",10083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01420",9835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1235,0,0,0,0,0,0,0,0,0,0
"S_01516",9682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617.5,0,0,0,0,0,0,0,0,0,0
"S_01612",9682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617.5,0,0,0,0,0,0,0,0,0,0
"S_01708",9529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01804",11049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01900",5247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_01996",7630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02092",10013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02188",4607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02284",21550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02380",18580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02476",15610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02572",11626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02668",12939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1448,0,0,0,0,0,0,0,0,0,0
"S_02764",11786.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724,0,0,0,0,0,0,0,0,0,0
"S_02860",10634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_02956",13794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03052",12069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03148",11171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03244",10273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03340",6528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705,0,0,0,0,0,0,0,0,0,0
"S_03436",11110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1333,0,0,0,0,0,0,0,0,0,0
"S_03532",3873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03628",6223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03724",13218,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,1393,0,0,0,0,0,0,0,0,0,0
"S_03820",18285,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_03916",13083.5,0,0,0,0,0,0,0,0,0,0,0,0,85.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04012",7882,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04108",11009,0,0,0,0,0,208,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04204",7099,0,0,0,0,0,123,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04300",8685.5,0,0,0,0,0,61.5,0,0,0,0,0,0,34.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04396",10272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04492",13654,0,0,127,0,0,906,0,0,0,0,0,0,66,0,0,0,1485,0,0,0,0,0,0,0,0,0,0
"S_04588",6811,0,0,61,0,0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04684",9702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04780",4215,0,18,0,0,0,719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_04876",12248,0,0,106,0,0,735,0,0,0,0,0,0,0,0,0,0,1438,0,0,0,0,0,0,0,0,0,0
"S_04972",9000,0,0,74,0,0,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05068",9971,0,39,115,0,0,627.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05164",10942,0,78,156,0,0,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05260",9423.5,0,83,122,0,0,466,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0,0,0
"S_05356",7905,0,88,88,0,0,319,0,0,0,0,0,0,0,0,0,0,802,0,0,0,0,0,0,0,0,0,0
"S_05452",13165,0,154,473,0,0,1128,0,0,0,0,0,0,0,0,0,0,1502,0,0,0,0,0,0,0,0,0,0
"S_05548",7724,0,0,227,0,0,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05644",7107,0,192,283,0,0,1046,0,0,0,0,0,0,0,0,0,0,688,0,0,0,0,0,0,0,0,0,0
"S_05740",10093,0,356,628,0,0,1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05836",9179.5,0,357.5,502.5,0,0,1401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_05932",8266,0,359,377,0,0,1145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06028",10421,0,244,191,0,0,905,0,0,0,0,0,0,0,0,0,0,992,0,0,0,0,0,0,0,0,0,0
"S_06124",8234,0,448,211,0,0,644,0,0,0,0,0,0,0,0,0,0,984,0,0,0,0,0,0,0,0,0,0
"S_06220",6901.5,0,369.5,220,0,0,574.5,0,0,0,0,0,0,0,0,0,0,492,0,0,0,0,0,0,0,0,0,0
"S_06316",5569,0,291,229,0,0,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06412",6516,0,950,270,0,0,950,0,0,0,0,0,0,0,0,0,0,717,0,0,0,0,0,0,0,0,0,0
"S_06508",8895,0,850,696,0,0,817,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0
"S_06604",5420,0,703,418.5,0,0,554,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0
"S_06700",1945,0,556,141,0,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06796",982,0,711,126,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_06892",6869,0,2428,1350,0,0,839,0,0,0,0,0,0,0,0,0,0,743,0,0,0,0,0,0,0,0,0,0
"S_06988",7094,0,1959.5,755.5,0,0,733,0,0,0,0,0,0,0,0,0,0,371.5,0,0,0,0,0,0,0,0,0,0
"S_07084",7319,0,1491,161,0,0,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07180",2601,0,1848,1085,0,0,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07276",1621,0,4995,1321,0,0,1243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07372",2433,0,5709.5,2037,0,0,1392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07468",3245,0,6424,2753,0,0,1541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07564",12111,0,21287,3952,0,0,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07660",3980,0,7651,1584,0,0,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07756",2438,0,5552.5,1432.5,0,0,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07852",896,0,3454,1281,0,0,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_07948",3310,0,4534,2367,0,0,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08044",2536,0,3173,2905,0,0,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08140",2842,0,2065,1979,0,0,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S_08236",3148,0,957,1053,0,0,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
