"sampleID","time","resource","inoculum","replicate.id","treat1","treat2","missing","timeChar"
"S_02251",24,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_024"
"S_02347",25,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_025"
"S_02443",26,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_026"
"S_02539",27,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_027"
"S_02635",28,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_028"
"S_02731",29,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_029"
"S_02827",30,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_030"
"S_02923",31,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_031"
"S_03019",32,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_032"
"S_03115",33,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_033"
"S_03211",34,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_034"
"S_03307",35,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_035"
"S_03403",36,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_036"
"S_03499",37,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_037"
"S_03595",38,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_038"
"S_03691",39,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_039"
"S_03787",40,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_040"
"S_03883",41,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_041"
"S_03979",42,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_042"
"S_04075",43,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_043"
"S_04171",44,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_044"
"S_04267",45,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_045"
"S_04363",46,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_046"
"S_04459",47,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_047"
"S_04555",48,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_048"
"S_04651",49,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_049"
"S_04747",50,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_050"
"S_04843",51,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_051"
"S_04939",52,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_052"
"S_05035",53,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_053"
"S_05131",54,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_054"
"S_05227",55,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_055"
"S_05323",56,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_056"
"S_05419",57,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_057"
"S_05515",58,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_058"
"S_05611",59,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_059"
"S_05707",60,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_060"
"S_05803",61,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_061"
"S_05899",62,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_062"
"S_05995",63,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_063"
"S_06091",64,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_064"
"S_06187",65,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_065"
"S_06283",66,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_066"
"S_06379",67,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_067"
"S_06475",68,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_068"
"S_06571",69,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_069"
"S_06667",70,"Medium-B","Water",3,"Water/Medium-B","WB","Y","Day_070"
"S_06763",71,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_071"
"S_06859",72,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_072"
"S_06955",73,"Medium-B","Water",3,"Water/Medium-B","WB","Y","Day_073"
"S_07051",74,"Medium-B","Water",3,"Water/Medium-B","WB","Y","Day_074"
"S_07147",75,"Medium-B","Water",3,"Water/Medium-B","WB","Y","Day_075"
"S_07243",76,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_076"
"S_07339",77,"Medium-B","Water",3,"Water/Medium-B","WB","Y","Day_077"
"S_07435",78,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_078"
"S_07531",79,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_079"
"S_07627",80,"Medium-B","Water",3,"Water/Medium-B","WB","Y","Day_080"
"S_07723",81,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_081"
"S_07819",82,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_082"
"S_07915",83,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_083"
"S_08011",84,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_084"
"S_08107",85,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_085"
"S_08203",86,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_086"
"S_08299",87,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_087"
"S_08395",88,"Medium-B","Water",3,"Water/Medium-B","WB","Y","Day_088"
"S_08491",89,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_089"
"S_08587",90,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_090"
"S_08683",91,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_091"
"S_08779",92,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_092"
"S_08875",93,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_093"
"S_08971",94,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_094"
"S_09067",95,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_095"
"S_09163",96,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_096"
"S_09259",97,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_097"
"S_09355",98,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_098"
"S_09451",99,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_099"
"S_09547",100,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_100"
"S_09643",101,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_101"
"S_09739",102,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_102"
"S_09846",103,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_103"
"S_09931",104,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_104"
"S_10027",105,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_105"
"S_10123",106,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_106"
"S_10219",107,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_107"
"S_10315",108,"Medium-B","Water",3,"Water/Medium-B","WB","Y","Day_108"
"S_10411",109,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_109"
"S_10507",110,"Medium-B","Water",3,"Water/Medium-B","WB","N","Day_110"
"1112",NA,NA,NA,NA,NA,NA,NA,NA
"S_00044",1,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_001"
"S_00140",2,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_002"
"S_00236",3,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_003"
"S_00332",4,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_004"
"S_00428",5,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_005"
"S_00524",6,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_006"
"S_00620",7,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_007"
"S_00716",8,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_008"
"S_00812",9,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_009"
"S_00908",10,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_010"
"S_01004",11,"Medium-B","Water",4,"Water/Medium-B","WB","Y","Day_011"
"S_01100",12,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_012"
"S_01196",13,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_013"
"S_01292",14,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_014"
"S_01388",15,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_015"
"S_01484",16,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_016"
"S_01580",17,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_017"
"S_01676",18,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_018"
"S_01772",19,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_019"
"S_01868",20,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_020"
"S_01964",21,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_021"
"S_02060",22,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_022"
"S_02156",23,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_023"
"S_02252",24,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_024"
"S_02348",25,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_025"
"S_02444",26,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_026"
"S_02540",27,"Medium-B","Water",4,"Water/Medium-B","WB","Y","Day_027"
"S_02636",28,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_028"
"S_02732",29,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_029"
"S_02828",30,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_030"
"S_02924",31,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_031"
"S_03020",32,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_032"
"S_03116",33,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_033"
"S_03212",34,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_034"
"S_03308",35,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_035"
"S_03404",36,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_036"
"S_03500",37,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_037"
"S_03596",38,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_038"
"S_03692",39,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_039"
"S_03788",40,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_040"
"S_03884",41,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_041"
"S_03980",42,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_042"
"S_04076",43,"Medium-B","Water",4,"Water/Medium-B","WB","Y","Day_043"
"S_04172",44,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_044"
"S_04268",45,"Medium-B","Water",4,"Water/Medium-B","WB","Y","Day_045"
"S_04364",46,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_046"
"S_04460",47,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_047"
"S_04556",48,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_048"
"S_04652",49,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_049"
"S_04748",50,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_050"
"S_04844",51,"Medium-B","Water",4,"Water/Medium-B","WB","Y","Day_051"
"S_04940",52,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_052"
"S_05036",53,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_053"
"S_05132",54,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_054"
"S_05228",55,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_055"
"S_05324",56,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_056"
"S_05420",57,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_057"
"S_05516",58,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_058"
"S_05612",59,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_059"
"S_05708",60,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_060"
"S_05804",61,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_061"
"S_05900",62,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_062"
"S_05996",63,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_063"
"S_06092",64,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_064"
"S_06188",65,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_065"
"S_06284",66,"Medium-B","Water",4,"Water/Medium-B","WB","Y","Day_066"
"S_06380",67,"Medium-B","Water",4,"Water/Medium-B","WB","Y","Day_067"
"S_06476",68,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_068"
"S_06572",69,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_069"
"S_06668",70,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_070"
"S_06764",71,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_071"
"S_06860",72,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_072"
"S_06956",73,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_073"
"S_07052",74,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_074"
"S_07148",75,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_075"
"S_07244",76,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_076"
"S_07340",77,"Medium-B","Water",4,"Water/Medium-B","WB","Y","Day_077"
"S_07436",78,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_078"
"S_07532",79,"Medium-B","Water",4,"Water/Medium-B","WB","Y","Day_079"
"S_07628",80,"Medium-B","Water",4,"Water/Medium-B","WB","Y","Day_080"
"S_07724",81,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_081"
"S_07820",82,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_082"
"S_07916",83,"Medium-B","Water",4,"Water/Medium-B","WB","Y","Day_083"
"S_08012",84,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_084"
"S_08108",85,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_085"
"S_08204",86,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_086"
"S_08300",87,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_087"
"S_08396",88,"Medium-B","Water",4,"Water/Medium-B","WB","Y","Day_088"
"S_08492",89,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_089"
"S_08588",90,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_090"
"S_08684",91,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_091"
"S_08780",92,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_092"
"S_08876",93,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_093"
"S_08972",94,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_094"
"S_09068",95,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_095"
"S_09164",96,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_096"
"S_09260",97,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_097"
"S_09356",98,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_098"
"S_09452",99,"Medium-B","Water",4,"Water/Medium-B","WB","Y","Day_099"
"S_09548",100,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_100"
"S_09644",101,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_101"
"S_09740",102,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_102"
"S_09845",103,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_103"
"S_09932",104,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_104"
"S_10028",105,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_105"
"S_10124",106,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_106"
"S_10220",107,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_107"
"S_10316",108,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_108"
"S_10412",109,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_109"
"S_10508",110,"Medium-B","Water",4,"Water/Medium-B","WB","N","Day_110"
"1113",NA,NA,NA,NA,NA,NA,NA,NA
"S_00057",1,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_001"
"S_00153",2,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_002"
"S_00249",3,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_003"
"S_00345",4,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_004"
"S_00441",5,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_005"
"S_00537",6,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_006"
"S_00633",7,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_007"
"S_00729",8,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_008"
"S_00825",9,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_009"
"S_00921",10,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_010"
"S_01017",11,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_011"
"S_01113",12,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_012"
"S_01209",13,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_013"
"S_01305",14,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_014"
"S_01401",15,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_015"
"S_01497",16,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_016"
"S_01593",17,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_017"
"S_01689",18,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_018"
"S_01785",19,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_019"
"S_01881",20,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_020"
"S_01977",21,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_021"
"S_02073",22,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_022"
"S_02169",23,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_023"
"S_02265",24,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_024"
"S_02361",25,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_025"
"S_02457",26,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_026"
"S_02553",27,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_027"
"S_02649",28,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_028"
"S_02745",29,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_029"
"S_02841",30,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_030"
"S_02937",31,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_031"
"S_03033",32,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_032"
"S_03129",33,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_033"
"S_03225",34,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_034"
"S_03321",35,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_035"
"S_03417",36,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_036"
"S_03513",37,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_037"
"S_03609",38,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_038"
"S_03705",39,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_039"
"S_03801",40,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_040"
"S_03897",41,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_041"
"S_03993",42,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_042"
"S_04089",43,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_043"
"S_04185",44,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_044"
"S_04281",45,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_045"
"S_04377",46,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_046"
"S_04473",47,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_047"
"S_04569",48,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_048"
"S_04665",49,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_049"
"S_04761",50,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_050"
"S_04857",51,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_051"
"S_04953",52,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_052"
"S_05049",53,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_053"
"S_05145",54,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_054"
"S_05241",55,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_055"
"S_05337",56,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_056"
"S_05433",57,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_057"
"S_05529",58,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_058"
"S_05625",59,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_059"
"S_05721",60,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_060"
"S_05817",61,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_061"
"S_05913",62,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_062"
"S_06009",63,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_063"
"S_06105",64,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_064"
"S_06201",65,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_065"
"S_06297",66,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_066"
"S_06393",67,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_067"
"S_06489",68,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_068"
"S_06585",69,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_069"
"S_06681",70,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_070"
"S_06777",71,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_071"
"S_06873",72,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_072"
"S_06969",73,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_073"
"S_07065",74,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_074"
"S_07161",75,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_075"
"S_07257",76,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_076"
"S_07353",77,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_077"
"S_07449",78,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_078"
"S_07545",79,"Medium-B","Water",5,"Water/Medium-B","WB","Y","Day_079"
"S_07641",80,"Medium-B","Water",5,"Water/Medium-B","WB","Y","Day_080"
"S_07737",81,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_081"
"S_07833",82,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_082"
"S_07929",83,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_083"
"S_08025",84,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_084"
"S_08121",85,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_085"
"S_08217",86,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_086"
"S_08313",87,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_087"
"S_08409",88,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_088"
"S_08505",89,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_089"
"S_08601",90,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_090"
"S_08697",91,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_091"
"S_08793",92,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_092"
"S_08889",93,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_093"
"S_08985",94,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_094"
"S_09081",95,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_095"
"S_09177",96,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_096"
"S_09273",97,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_097"
"S_09369",98,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_098"
"S_09465",99,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_099"
"S_09561",100,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_100"
"S_09657",101,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_101"
"S_09753",102,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_102"
"S_09832",103,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_103"
"S_09945",104,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_104"
"S_10041",105,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_105"
"S_10137",106,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_106"
"S_10233",107,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_107"
"S_10329",108,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_108"
"S_10425",109,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_109"
"S_10521",110,"Medium-B","Water",5,"Water/Medium-B","WB","N","Day_110"
"1114",NA,NA,NA,NA,NA,NA,NA,NA
"S_00058",1,"Medium-B","Water",6,"Water/Medium-B","WB","N","Day_001"
"S_00154",2,"Medium-B","Water",6,"Water/Medium-B","WB","N","Day_002"
"S_00250",3,"Medium-B","Water",6,"Water/Medium-B","WB","N","Day_003"
"S_00346",4,"Medium-B","Water",6,"Water/Medium-B","WB","N","Day_004"
"S_00442",5,"Medium-B","Water",6,"Water/Medium-B","WB","N","Day_005"
"S_00538",6,"Medium-B","Water",6,"Water/Medium-B","WB","N","Day_006"
"S_00634",7,"Medium-B","Water",6,"Water/Medium-B","WB","N","Day_007"
"S_00730",8,"Medium-B","Water",6,"Water/Medium-B","WB","N","Day_008"
"S_00826",9,"Medium-B","Water",6,"Water/Medium-B","WB","N","Day_009"
"S_00922",10,"Medium-B","Water",6,"Water/Medium-B","WB","N","Day_010"
"S_01018",11,"Medium-B","Water",6,"Water/Medium-B","WB","N","Day_011"
"S_01114",12,"Medium-B","Water",6,"Water/Medium-B","WB","N","Day_012"
"S_01210",13,"Medium-B","Water",6,"Water/Medium-B","WB","N","Day_013"
"S_01306",14,"Medium-B","Water",6,"Water/Medium-B","WB","N","Day_014"
"S_01402",15,"Medium-B","Water",6,"Water/Medium-B","WB","N","Day_015"
"S_01498",16,"Medium-B","Water",6,"Water/Medium-B","WB","N","Day_016"
"S_01594",17,"Medium-B","Water",6,"Water/Medium-B","WB","N","Day_017"
"S_01690",18,"Medium-B","Water",6,"Water/Medium-B","WB","N","Day_018"
"S_01786",19,"Medium-B","Water",6,"Water/Medium-B","WB","N","Day_019"
"S_01882",20,"Medium-B","Water",6,"Water/Medium-B","WB","N","Day_020"
"S_01978",21,"Medium-B","Water",6,"Water/Medium-B","WB","N","Day_021"
"S_02074",22,"Medium-B","Water",6,"Water/Medium-B","WB","N","Day_022"
"S_02170",23,"Medium-B","Water",6,"Water/Medium-B","WB","N","Day_023"
"S_02266",24,"Medium-B","Water",6,"Water/Medium-B","WB","N","Day_024"
"S_02362",25,"Medium-B","Water",6,"Water/Medium-B","WB","N","Day_025"
"S_02458",26,"Medium-B","Water",6,"Water/Medium-B","WB","N","Day_026"
"S_02554",27,"Medium-B","Water",6,"Water/Medium-B","WB","N","Day_027"
"S_02650",28,"Medium-B","Water",6,"Water/Medium-B","WB","N","Day_028"
"S_02746",29,"Medium-B","Water",6,"Water/Medium-B","WB","N","Day_029"
"S_02842",30,"Medium-B","Water",6,"Water/Medium-B","WB","N","Day_030"
