"sampleID","time","resource","inoculum","replicate.id","treat1","treat2","missing","timeChar"
"S_03215",34,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_034"
"S_03311",35,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_035"
"S_03407",36,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_036"
"S_03503",37,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_037"
"S_03599",38,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_038"
"S_03695",39,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_039"
"S_03791",40,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_040"
"S_03887",41,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_041"
"S_03983",42,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_042"
"S_04079",43,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_043"
"S_04175",44,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_044"
"S_04271",45,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_045"
"S_04367",46,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_046"
"S_04463",47,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_047"
"S_04559",48,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_048"
"S_04655",49,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_049"
"S_04751",50,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_050"
"S_04847",51,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_051"
"S_04943",52,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_052"
"S_05039",53,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_053"
"S_05135",54,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_054"
"S_05231",55,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_055"
"S_05327",56,"Medium-B","Soil",3,"Soil/Medium-B","SB","Y","Day_056"
"S_05423",57,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_057"
"S_05519",58,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_058"
"S_05615",59,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_059"
"S_05711",60,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_060"
"S_05807",61,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_061"
"S_05903",62,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_062"
"S_05999",63,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_063"
"S_06095",64,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_064"
"S_06191",65,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_065"
"S_06287",66,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_066"
"S_06383",67,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_067"
"S_06479",68,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_068"
"S_06575",69,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_069"
"S_06671",70,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_070"
"S_06767",71,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_071"
"S_06863",72,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_072"
"S_06959",73,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_073"
"S_07055",74,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_074"
"S_07151",75,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_075"
"S_07247",76,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_076"
"S_07343",77,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_077"
"S_07439",78,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_078"
"S_07535",79,"Medium-B","Soil",3,"Soil/Medium-B","SB","Y","Day_079"
"S_07631",80,"Medium-B","Soil",3,"Soil/Medium-B","SB","Y","Day_080"
"S_07727",81,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_081"
"S_07823",82,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_082"
"S_07919",83,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_083"
"S_08015",84,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_084"
"S_08111",85,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_085"
"S_08207",86,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_086"
"S_08303",87,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_087"
"S_08399",88,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_088"
"S_08495",89,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_089"
"S_08591",90,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_090"
"S_08687",91,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_091"
"S_08783",92,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_092"
"S_08879",93,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_093"
"S_08975",94,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_094"
"S_09071",95,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_095"
"S_09167",96,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_096"
"S_09263",97,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_097"
"S_09359",98,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_098"
"S_09455",99,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_099"
"S_09551",100,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_100"
"S_09647",101,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_101"
"S_09743",102,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_102"
"S_09842",103,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_103"
"S_09935",104,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_104"
"S_10031",105,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_105"
"S_10127",106,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_106"
"S_10223",107,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_107"
"S_10319",108,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_108"
"S_10415",109,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_109"
"S_10511",110,"Medium-B","Soil",3,"Soil/Medium-B","SB","N","Day_110"
"1112",NA,NA,NA,NA,NA,NA,NA,NA
"S_00048",1,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_001"
"S_00144",2,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_002"
"S_00240",3,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_003"
"S_00336",4,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_004"
"S_00432",5,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_005"
"S_00528",6,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_006"
"S_00624",7,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_007"
"S_00720",8,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_008"
"S_00816",9,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_009"
"S_00912",10,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_010"
"S_01008",11,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_011"
"S_01104",12,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_012"
"S_01200",13,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_013"
"S_01296",14,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_014"
"S_01392",15,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_015"
"S_01488",16,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_016"
"S_01584",17,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_017"
"S_01680",18,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_018"
"S_01776",19,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_019"
"S_01872",20,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_020"
"S_01968",21,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_021"
"S_02064",22,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_022"
"S_02160",23,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_023"
"S_02256",24,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_024"
"S_02352",25,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_025"
"S_02448",26,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_026"
"S_02544",27,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_027"
"S_02640",28,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_028"
"S_02736",29,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_029"
"S_02832",30,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_030"
"S_02928",31,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_031"
"S_03024",32,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_032"
"S_03120",33,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_033"
"S_03216",34,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_034"
"S_03312",35,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_035"
"S_03408",36,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_036"
"S_03504",37,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_037"
"S_03600",38,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_038"
"S_03696",39,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_039"
"S_03792",40,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_040"
"S_03888",41,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_041"
"S_03984",42,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_042"
"S_04080",43,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_043"
"S_04176",44,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_044"
"S_04272",45,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_045"
"S_04368",46,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_046"
"S_04464",47,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_047"
"S_04560",48,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_048"
"S_04656",49,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_049"
"S_04752",50,"Medium-B","Soil",4,"Soil/Medium-B","SB","Y","Day_050"
"S_04848",51,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_051"
"S_04944",52,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_052"
"S_05040",53,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_053"
"S_05136",54,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_054"
"S_05232",55,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_055"
"S_05328",56,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_056"
"S_05424",57,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_057"
"S_05520",58,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_058"
"S_05616",59,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_059"
"S_05712",60,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_060"
"S_05808",61,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_061"
"S_05904",62,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_062"
"S_06000",63,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_063"
"S_06096",64,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_064"
"S_06192",65,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_065"
"S_06288",66,"Medium-B","Soil",4,"Soil/Medium-B","SB","Y","Day_066"
"S_06384",67,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_067"
"S_06480",68,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_068"
"S_06576",69,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_069"
"S_06672",70,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_070"
"S_06768",71,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_071"
"S_06864",72,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_072"
"S_06960",73,"Medium-B","Soil",4,"Soil/Medium-B","SB","Y","Day_073"
"S_07056",74,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_074"
"S_07152",75,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_075"
"S_07248",76,"Medium-B","Soil",4,"Soil/Medium-B","SB","Y","Day_076"
"S_07344",77,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_077"
"S_07440",78,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_078"
"S_07536",79,"Medium-B","Soil",4,"Soil/Medium-B","SB","Y","Day_079"
"S_07632",80,"Medium-B","Soil",4,"Soil/Medium-B","SB","Y","Day_080"
"S_07728",81,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_081"
"S_07824",82,"Medium-B","Soil",4,"Soil/Medium-B","SB","Y","Day_082"
"S_07920",83,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_083"
"S_08016",84,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_084"
"S_08112",85,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_085"
"S_08208",86,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_086"
"S_08304",87,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_087"
"S_08400",88,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_088"
"S_08496",89,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_089"
"S_08592",90,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_090"
"S_08688",91,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_091"
"S_08784",92,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_092"
"S_08880",93,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_093"
"S_08976",94,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_094"
"S_09072",95,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_095"
"S_09168",96,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_096"
"S_09264",97,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_097"
"S_09360",98,"Medium-B","Soil",4,"Soil/Medium-B","SB","Y","Day_098"
"S_09456",99,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_099"
"S_09552",100,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_100"
"S_09648",101,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_101"
"S_09744",102,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_102"
"S_09841",103,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_103"
"S_09936",104,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_104"
"S_10032",105,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_105"
"S_10128",106,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_106"
"S_10224",107,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_107"
"S_10320",108,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_108"
"S_10416",109,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_109"
"S_10512",110,"Medium-B","Soil",4,"Soil/Medium-B","SB","N","Day_110"
"1113",NA,NA,NA,NA,NA,NA,NA,NA
"S_00061",1,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_001"
"S_00157",2,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_002"
"S_00253",3,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_003"
"S_00349",4,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_004"
"S_00445",5,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_005"
"S_00541",6,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_006"
"S_00637",7,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_007"
"S_00733",8,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_008"
"S_00829",9,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_009"
"S_00925",10,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_010"
"S_01021",11,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_011"
"S_01117",12,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_012"
"S_01213",13,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_013"
"S_01309",14,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_014"
"S_01405",15,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_015"
"S_01501",16,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_016"
"S_01597",17,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_017"
"S_01693",18,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_018"
"S_01789",19,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_019"
"S_01885",20,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_020"
"S_01981",21,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_021"
"S_02077",22,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_022"
"S_02173",23,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_023"
"S_02269",24,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_024"
"S_02365",25,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_025"
"S_02461",26,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_026"
"S_02557",27,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_027"
"S_02653",28,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_028"
"S_02749",29,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_029"
"S_02845",30,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_030"
"S_02941",31,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_031"
"S_03037",32,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_032"
"S_03133",33,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_033"
"S_03229",34,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_034"
"S_03325",35,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_035"
"S_03421",36,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_036"
"S_03517",37,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_037"
"S_03613",38,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_038"
"S_03709",39,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_039"
"S_03805",40,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_040"
"S_03901",41,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_041"
"S_03997",42,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_042"
"S_04093",43,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_043"
"S_04189",44,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_044"
"S_04285",45,"Medium-B","Soil",5,"Soil/Medium-B","SB","Y","Day_045"
"S_04381",46,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_046"
"S_04477",47,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_047"
"S_04573",48,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_048"
"S_04669",49,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_049"
"S_04765",50,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_050"
"S_04861",51,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_051"
"S_04957",52,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_052"
"S_05053",53,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_053"
"S_05149",54,"Medium-B","Soil",5,"Soil/Medium-B","SB","Y","Day_054"
"S_05245",55,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_055"
"S_05341",56,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_056"
"S_05437",57,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_057"
"S_05533",58,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_058"
"S_05629",59,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_059"
"S_05725",60,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_060"
"S_05821",61,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_061"
"S_05917",62,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_062"
"S_06013",63,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_063"
"S_06109",64,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_064"
"S_06205",65,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_065"
"S_06301",66,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_066"
"S_06397",67,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_067"
"S_06493",68,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_068"
"S_06589",69,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_069"
"S_06685",70,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_070"
"S_06781",71,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_071"
"S_06877",72,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_072"
"S_06973",73,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_073"
"S_07069",74,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_074"
"S_07165",75,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_075"
"S_07261",76,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_076"
"S_07357",77,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_077"
"S_07453",78,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_078"
"S_07549",79,"Medium-B","Soil",5,"Soil/Medium-B","SB","Y","Day_079"
"S_07645",80,"Medium-B","Soil",5,"Soil/Medium-B","SB","Y","Day_080"
"S_07741",81,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_081"
"S_07837",82,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_082"
"S_07933",83,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_083"
"S_08029",84,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_084"
"S_08125",85,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_085"
"S_08221",86,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_086"
"S_08317",87,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_087"
"S_08413",88,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_088"
"S_08509",89,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_089"
"S_08605",90,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_090"
"S_08701",91,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_091"
"S_08797",92,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_092"
"S_08893",93,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_093"
"S_08989",94,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_094"
"S_09085",95,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_095"
"S_09181",96,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_096"
"S_09277",97,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_097"
"S_09373",98,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_098"
"S_09469",99,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_099"
"S_09565",100,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_100"
"S_09661",101,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_101"
"S_09757",102,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_102"
"S_09828",103,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_103"
"S_09949",104,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_104"
"S_10045",105,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_105"
"S_10141",106,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_106"
"S_10237",107,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_107"
"S_10333",108,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_108"
"S_10429",109,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_109"
"S_10525",110,"Medium-B","Soil",5,"Soil/Medium-B","SB","N","Day_110"
"1114",NA,NA,NA,NA,NA,NA,NA,NA
"S_00062",1,"Medium-B","Soil",6,"Soil/Medium-B","SB","N","Day_001"
"S_00158",2,"Medium-B","Soil",6,"Soil/Medium-B","SB","N","Day_002"
"S_00254",3,"Medium-B","Soil",6,"Soil/Medium-B","SB","N","Day_003"
"S_00350",4,"Medium-B","Soil",6,"Soil/Medium-B","SB","N","Day_004"
"S_00446",5,"Medium-B","Soil",6,"Soil/Medium-B","SB","N","Day_005"
"S_00542",6,"Medium-B","Soil",6,"Soil/Medium-B","SB","N","Day_006"
"S_00638",7,"Medium-B","Soil",6,"Soil/Medium-B","SB","N","Day_007"
"S_00734",8,"Medium-B","Soil",6,"Soil/Medium-B","SB","N","Day_008"
"S_00830",9,"Medium-B","Soil",6,"Soil/Medium-B","SB","N","Day_009"
"S_00926",10,"Medium-B","Soil",6,"Soil/Medium-B","SB","N","Day_010"
"S_01022",11,"Medium-B","Soil",6,"Soil/Medium-B","SB","N","Day_011"
"S_01118",12,"Medium-B","Soil",6,"Soil/Medium-B","SB","N","Day_012"
"S_01214",13,"Medium-B","Soil",6,"Soil/Medium-B","SB","Y","Day_013"
"S_01310",14,"Medium-B","Soil",6,"Soil/Medium-B","SB","N","Day_014"
"S_01406",15,"Medium-B","Soil",6,"Soil/Medium-B","SB","N","Day_015"
"S_01502",16,"Medium-B","Soil",6,"Soil/Medium-B","SB","N","Day_016"
"S_01598",17,"Medium-B","Soil",6,"Soil/Medium-B","SB","N","Day_017"
"S_01694",18,"Medium-B","Soil",6,"Soil/Medium-B","SB","N","Day_018"
"S_01790",19,"Medium-B","Soil",6,"Soil/Medium-B","SB","N","Day_019"
"S_01886",20,"Medium-B","Soil",6,"Soil/Medium-B","SB","N","Day_020"
"S_01982",21,"Medium-B","Soil",6,"Soil/Medium-B","SB","N","Day_021"
"S_02078",22,"Medium-B","Soil",6,"Soil/Medium-B","SB","N","Day_022"
"S_02174",23,"Medium-B","Soil",6,"Soil/Medium-B","SB","N","Day_023"
"S_02270",24,"Medium-B","Soil",6,"Soil/Medium-B","SB","N","Day_024"
"S_02366",25,"Medium-B","Soil",6,"Soil/Medium-B","SB","N","Day_025"
