-0.23828,-0.19823,-0.18652,X_0002,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,unidentified,Aeromonas
-0.10783,0.50959,-0.058203,X_0004,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Clostridioides,mangenotii,mangenotii
0.44099,0.03937,-0.04271,X_0007,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,unidentified,Pandoraea
0.46084,0.016463,-0.048085,X_0008,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,unidentified,Burkholderia-Caballeronia-Paraburkholderia
0.084576,-0.44131,-0.056994,X_0010,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,unidentified,unidentified,unidentified,Enterobacterales
-0.075266,0.41221,-0.12476,X_0015,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,unidentified,Lachnoclostridium
0.47858,-0.084589,-0.061218,X_0017,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cedecea,unidentified,Cedecea
0.055062,0.010071,-0.10336,X_0018,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,unidentified,Achromobacter
-0.1418,-0.19287,-0.21575,X_0019,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,unidentified,Pseudomonas
-0.18716,0.10305,0.23873,X_0024,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,unidentified,Herbaspirillum
-0.032046,-0.063768,0.57982,X_0038,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,unidentified,Salmonella
-0.086999,-0.14809,-0.17306,X_0039,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,unidentified,Klebsiella
-0.23212,0.21143,-0.11405,X_0040,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,unidentified,unidentified,Enterobacteriaceae
-0.14051,-0.13534,-0.12818,X_0051,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,unidentified,unidentified,Lachnospiraceae
-0.19874,0.04766,-0.11662,X_0054,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,unidentified,Bacteroides
0.053789,-0.11855,-0.14682,X_0074,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,unidentified,Aeromonas
-0.12393,-0.15169,-0.19519,X_0076,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Chromobacteriaceae,Chromobacterium,unidentified,Chromobacterium
-0.13683,-0.19877,-0.20841,X_0101,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,unidentified,Bacillus
-0.10446,-0.1273,-0.059327,X_0143,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Candidatus Accumulibacter,unidentified,Candidatus Accumulibacter
-0.084913,-0.11589,-0.10406,X_0181,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,Telmatospirillum,unidentified,Telmatospirillum
-0.15077,-0.18677,-0.22501,X_0198,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,Anaeromusa-Anaeroarcus,unidentified,Anaeromusa-Anaeroarcus
-0.10194,-0.14095,0.36884,X_0265,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Propionivibrio,unidentified,Propionivibrio
-0.12162,-0.16495,0.32805,X_0312,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Microbacter,unidentified,Microbacter
